着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,アルーアキャロル,セ6,57,内田博幸,1:11.0,,**,5-5,36.6,3.9,1,496(-8),,,,[東]新開幸一,シルクレーシング,"1,100.0"
2,8,16,ミスパイロ,牝5,55,横山典弘,1:11.1,3/4,**,16-16,35.5,7.1,4,486(0),,,,[東]小野次郎,村田哲朗,440.0
3,7,14,アルベルティーヌ,牝4,55,田中勝春,1:11.2,クビ,**,8-10,36.5,7.5,5,446(+8),,,,[東]栗田徹,村野康司,280.0
4,5,9,アイアムハヤスギル,牡3,52,藤田菜七,1:11.2,クビ,**,12-14,36.3,6.3,3,472(0),,,,[東]奥平雅士,堀紘一,170.0
5,2,3,グラスボイジャー,牡3,55,木幡巧也,1:11.2,アタマ,**,1-1,37.2,6.2,2,530(-2),,,,[東]牧光二,半沢,110.0
6,1,1,トラストロン,牝4,55,吉田豊,1:11.2,ハナ,**,5-5,36.9,20.6,8,462(+4),,,,[東]高橋文雅,菅波立知子,
7,6,11,カフェライジング,牡7,57,横山和生,1:11.3,クビ,**,8-8,36.7,41.6,12,494(-12),,,,[西]松永幹夫,西川恭子,
8,7,13,シゲルゴホウサイ,牝7,55,松岡正海,1:11.5,1.1/2,**,4-4,37.3,138.6,14,462(-8),,,,[西]森田直行,森中蕃,
9,5,10,スズカゴーディー,牡5,57,石橋脩,1:11.6,1/2,**,15-15,36.5,9.3,6,484(+6),,,,[東]伊藤圭三,永井啓弍,
10,1,2,ギンゴー,牡6,57,杉原誠人,1:11.7,クビ,**,5-7,37.3,77.3,13,490(0),,,,[東]武市康男,ミルファーム,
11,2,4,テキスタイルアート,セ7,54,菅原明良,1:11.8,1/2,**,8-8,37.1,196.0,15,468(-6),,,,[東]加藤士津,岡田壮史,
12,4,8,オールデン,牡5,57,戸崎圭太,1:12.1,1.3/4,**,12-10,37.3,29.6,10,452(+4),,,,[東]小西一男,金山敏也,
13,4,7,ニシノウララ,牝4,55,北村宏司,1:12.2,1/2,**,8-10,37.6,21.5,9,466(-6),,,,[東]伊藤大士,西山茂行,
14,8,15,ロトヴィグラス,牡4,54,小林凌大,1:12.3,1/2,**,2-2,38.2,39.2,11,480(+4),,,,[東]高市圭二,國武佳博,
15,3,5,エブリバディ,牡4,57,津村明秀,1:12.3,クビ,**,12-10,37.4,303.5,16,476(-2),,,,[東]尾形和幸,中西功,
16,3,6,ベアクアウフ,牡3,55,三浦皇成,1:12.9,3.1/2,**,2-2,38.8,10.8,7,484(-6),,,,[東]清水英克,ディアレストクラブ,
