着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,カインドリー,牝2,54,石橋脩,1:35.7,,**,1-1-1,34.5,15.6,5,442(0),,,,[東]田村康仁,ヒダカ・ブリーダーズ・ユニオン,700.0
2,6,11,リーディングパート,牝2,54,津村明秀,1:35.8,3/4,**,6-3-3,34.2,17.0,6,416(0),,,,[東]矢野英一,キャロットファーム,280.0
3,3,5,レッドラルジュ,牝2,54,北村宏司,1:35.9,3/4,**,10-9-7,33.4,2.7,1,472(0),,,,[東]木村哲也,東京ホースレーシング,180.0
4,5,9,ディアコニア,牝2,54,内田博幸,1:35.9,クビ,**,8-7-7,33.7,4.6,3,452(0),,,,[東]古賀慎明,サンデーレーシング,110.0
5,4,7,スリジエ,牝2,54,Ｍ．デム,1:36.0,3/4,**,2-3-3,34.3,4.2,2,470(0),,,,[東]奥村武,ラ・メール,70.0
6,3,6,シャクライス,牝2,54,勝浦正樹,1:36.0,クビ,**,2-2-2,34.7,98.1,13,402(0),,,,[東]上原博之,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,
7,7,13,シークレットローザ,牝2,54,三浦皇成,1:36.1,1/2,**,2-5-5,34.1,81.9,12,458(0),,,,[東]田村康仁,二木英実,
8,8,15,ポレーナ,牝2,54,柴田大知,1:36.7,3.1/2,**,10-10-10,34.1,192.6,14,396(0),,,,[東]大和田成,サラブレッドクラブ・ラフィアン,
9,6,12,フィリーズフェスタ,牝2,54,武士沢友,1:37.3,3.1/2,**,13-11-10,34.5,237.3,15,486(0),,,,[東]武市康男,飯田総一郎,
10,4,8,プロンタン,牝2,54,田中勝春,1:37.3,ハナ,**,7-8-9,35.0,72.4,11,458(0),,,,[東]宗像義忠,島川隆哉,
11,7,14,クーレクー,牝2,54,大野拓弥,1:37.8,3,**,2-5-5,35.9,46.7,9,460(0),,,,[東]伊藤大士,程田真司,
12,1,2,タッシーアレッタ,牝2,53,横山武史,1:38.5,4,**,13-14-14,35.3,9.9,4,424(0),,,,[東]中舘英二,吉岡輝美,
13,5,10,レイワシンセカイ,牝2,54,丸田恭介,1:38.7,1.1/4,**,12-13-12,35.6,48.8,10,486(0),,,,[東]林徹,藤田好紀,
14,8,16,アルソリート,牝2,53,武藤雅,1:38.9,1.1/4,**,15-14-15,35.6,26.5,7,484(0),,,,[東]久保田貴,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,
15,2,3,ワレモコウ,牝2,54,丹内祐次,1:39.5,4,**,8-12-13,36.6,41.7,8,468(0),,,,[東]小笠倫弘,サラブレッドクラブ・ラフィアン,
16,2,4,コトブキノニ,牝2,52,木幡育也,1:39.6,クビ,**,16-16-15,36.1,242.6,16,470(0),,,,[東]佐藤吉勝,江川伸夫,
