着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,11,クイックレス,牝2,54,三浦皇成,1:09.4,,**,2-2,34.8,2.9,1,450(-4),,,,[東]中舘英二,中村祐子,500.0
2,4,7,ルドラクシャ,牝2,54,杉原誠人,1:09.6,1.1/4,**,1-1,35.2,10.3,4,440(+4),,,,[東]松山将樹,ミルファーム,200.0
3,6,12,コスモビートイット,牡2,54,柴田大知,1:09.8,1.1/4,**,3-4,35.1,4.9,3,446(-2),,,,[東]清水英克,ビッグレッドファーム,130.0
4,2,4,クインズラプソディ,牝2,51,藤田菜七,1:09.9,3/4,**,7-7,34.7,17.7,6,440(-2),,,,[東]加藤和宏,岡田牧雄,75.0
5,4,8,ネオストーリー,牡2,54,丸山元気,1:10.0,3/4,**,10-9,34.6,3.8,2,450(+2),,,,[東]林徹,藤澤眞佐子,50.0
6,1,2,ハーディン,牡2,52,木幡育也,1:10.1,1/2,**,12-10,34.5,15.4,5,426(+6),,,,[東]佐藤吉勝,松谷翔太,
7,3,5,エリーストーム,牝2,53,野中悠太,1:10.1,アタマ,**,5-5,35.1,319.7,14,432(+2),,,,[東]本間忍,谷川正純,
8,1,1,ファールカルテ,牝2,54,丹内祐次,1:10.2,1/2,**,3-2,35.5,24.8,7,424(0),,,,[東]栗田徹,サラブレッドクラブ・ラフィアン,
9,3,6,ヨンウォニ,牝2,54,松岡正海,1:10.4,1,**,12-10,34.7,39.3,9,422(+4),,,,[東]田中清隆,ミルファーム,
10,8,15,バーンパッション,牡2,54,石橋脩,1:10.4,アタマ,**,5-5,35.5,40.1,10,456(-4),,,,[東]中川公成,岡田牧雄,
11,2,3,チンクエテッレ,牝2,54,丸田恭介,1:10.4,クビ,**,15-13,34.6,95.6,13,396(-4),,,,[東]佐藤吉勝,片山博志,
12,5,9,ファクタークニアキ,牡2,54,吉田豊,1:10.6,1.1/2,**,9-12,35.3,43.7,11,454(-2),,,,[東]土田稔,高橋宏弥,
13,5,10,ヒナノコバン,牡2,54,柴田善臣,1:10.7,1/2,**,7-7,35.6,36.9,8,448(+2),,,,[東]本間忍,日向英二,
14,7,14,サンダーボマー,牡2,54,岩田康誠,1:11.3,3.1/2,**,16-15,34.9,93.0,12,416(-2),,,,[東]土田稔,岡浩二,
15,8,16,ビクトリアドリーム,牝2,53,菊沢一樹,1:11.6,2,**,12-15,35.9,481.4,16,434(+10),,,,[東]石栗龍彦,坂田行夫,
16,7,13,セキセキ,牡2,54,嘉藤貴行,1:11.8,1.1/4,**,11-14,36.3,358.7,15,444(-4),,,,[東]田中清隆,ミルファーム,
