着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,6,ローズプリンスダム,牡5,56,Ｍ．デム,1:53.0,,**,1-1-1-1,37.9,5.6,3,470(-2),,,,[東]畠山吉宏,岡田牧雄,"2,225.2"
2,2,2,クロスケ,牡4,56,北村宏司,1:53.3,2,**,7-7-9-6,37.4,23.8,8,458(+6),,,,[東]水野貴広,助川啓一,887.2
3,8,11,スウィングビート,牡4,56,田辺裕信,1:53.3,アタマ,**,7-7-6-6,37.7,3.1,1,492(0),,,,[東]加藤征弘,社台レースホース,553.6
4,5,5,カゼノコ,牡8,57,津村明秀,1:53.3,ハナ,**,11-11-9-8,37.4,13.7,6,464(+12),,,,[西]野中賢二,ヌデ嶋孝司,330.0
5,7,9,ハイランドピーク,牡5,58,横山和生,1:53.4,クビ,**,3-3-3-2,38.2,4.5,2,458(-6),,,,[東]土田稔,島川隆哉,220.0
6,3,3,リテラルフォース,牡5,56,内田博幸,1:54.0,3.1/2,**,5-5-5-4,38.5,8.3,5,514(-2),,,,[西]高柳大輔,村上稔,
7,4,4,マイネルバサラ,牡6,57,柴田大知,1:54.1,3/4,**,3-3-7-9,38.3,19.2,7,476(0),,,,[東]松山将樹,サラブレッドクラブ・ラフィアン,
8,6,7,ブラックバゴ,牡7,57,大野拓弥,1:54.4,1.3/4,**,10-9-3-4,39.1,28.4,9,518(-4),,,,[東]斎藤誠,シルクレーシング,
9,7,8,リーゼントロック,牡8,57,松岡正海,1:54.8,2.1/2,**,2-2-2-2,39.7,59.1,11,512(-16),,,,[西]矢作芳人,三浦大輔,
10,1,1,フェニックスマーク,牡5,56,横山典弘,1:55.3,3,**,9-9-11-11,38.7,5.8,4,554(-4),,,,[東]田島俊明,伊東純一,
11,8,10,ミライヘノツバサ,牡6,56,木幡巧也,1:56.2,5,**,5-5-7-10,40.5,41.8,10,498(-4),,,,[東]伊藤大士,三島宣彦,
