着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,8,コロンドール,牡2,54,Ｍ．デム,2:02.8,,**,5-6-6-6,35.5,2.3,1,486(-4),,,,[東]和田雄二,栗坂崇,500.0
2,3,3,アマゾーヌ,牝2,54,三浦皇成,2:02.9,1/2,**,1-1-1-1,36.3,14.4,6,464(-4),,,,[東]斎藤誠,スリーエイチレーシング,200.0
3,8,10,ミスヒアリング,牝2,54,丸山元気,2:03.3,2.1/2,**,9-9-7-6,35.7,127.7,8,486(-8),,,,[東]根本康広,犬塚悠治郎,130.0
4,4,4,ウシュバテソーロ,牡2,54,大野拓弥,2:03.4,3/4,**,5-5-5-5,36.2,8.6,4,506(0),,,,[東]高木登,了徳寺健二ホールディングス,75.0
5,7,7,ロッソビアンコ,牝2,54,北村宏司,2:03.5,1/2,**,4-4-3-3,36.5,11.0,5,434(+2),,,,[東]鹿戸雄一,平田修,50.0
6,2,2,ステージアクトレス,牝2,54,ルメール,2:03.5,ハナ,**,2-2-2-2,36.7,3.0,2,468(+2),,,,[東]戸田博文,大谷正嗣,
7,1,1,オーシャンバローズ,牡2,54,田辺裕信,2:03.5,クビ,**,3-3-3-3,36.6,7.6,3,474(0),,,,[東]奥村武,猪熊広次,
8,5,5,インナート,牡2,51,菅原明良,2:04.8,8,**,7-8-9-8,37.1,183.8,9,436(0),,,,[東]藤原辰雄,谷口祐人,
9,6,6,ファイナルアフェア,牝2,51,藤田菜七,2:05.9,7,**,7-7-7-8,38.4,94.1,7,414(0),,,,[東]萱野浩二,田頭勇貴,
10,8,9,イルシオン,牝2,54,松岡正海,2:06.0,1/2,**,9-9-10-10,37.9,267.4,10,474(-14),,,,[東]伊藤伸一,ビッグレッドファーム,
