着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,ヒシヴィクトリー,牡4,57,木幡巧也,1:59.3,,**,4-4-4-3,34.4,13.4,6,482(-8),,,,[東]牧光二,阿部雅英,"1,532.9"
2,4,7,アストラサンタン,牝4,55,三浦皇成,1:59.5,1.1/4,**,1-1-1-1,35.0,13.4,7,466(+2),,,,[東]戸田博文,丹羽久一郎,609.4
3,3,4,コスモカレンドゥラ,牡3,54,戸崎圭太,1:59.5,ハナ,**,4-4-4-3,34.7,5.3,3,442(-4),,,,[東]田中博康,ビッグレッドファーム,384.7
4,1,1,トゥーフラッシー,牝3,52,内田博幸,1:59.6,3/4,**,8-7-7-6,34.5,35.8,11,462(0),,,,[東]高市圭二,西森功,230.0
5,3,5,レッドサイオン,牡3,54,丸山元気,1:59.7,1/2,**,10-10-7-6,34.7,4.5,1,470(+10),,,,[東]藤沢和雄,東京ホースレーシング,150.0
6,5,8,トーセンスーリヤ,牡4,57,柴田善臣,1:59.8,3/4,**,12-12-12-10,34.3,16.3,8,470(0),,,,[東]小野次郎,島川隆哉,
7,8,15,ミッキーバード,牡4,57,横山典弘,1:59.8,ハナ,**,8-9-10-10,34.5,6.9,4,522(+6),,,,[東]尾関知人,野田みづき,
8,7,13,キューンハイト,牝5,55,柴田大知,2:00.0,1,**,14-13-13-13,34.2,86.1,13,428(-2),,,,[東]宗像義忠,サラブレッドクラブ・ラフィアン,
9,5,9,モンテグロッソ,牡4,57,Ｍ．デム,2:00.1,1/2,**,7-7-7-6,35.0,5.3,2,506(-2),,,,[東]木村哲也,ゴドルフィン,
10,6,11,ケルフロイデ,牡6,57,大野拓弥,2:00.2,3/4,**,2-2-2-2,35.7,48.2,12,492(-4),,,,[東]加藤征弘,キャロットファーム,
11,6,10,オスカールビー,牝4,55,武藤雅,2:00.4,1,**,10-10-10-12,35.0,20.3,10,506(+4),,,,[西]矢作芳人,森保彦,
12,4,6,チャロネグロ,牡5,57,石橋脩,2:00.6,1.1/2,**,15-15-15-14,34.6,16.4,9,502(0),,,,[東]大和田成,金子真人ホールディングス,
13,8,14,ダイワギャバン,牡4,57,北村宏司,2:00.9,1.1/2,**,2-3-2-3,36.3,7.8,5,480(+4),,,,[東]菊沢隆徳,大城敬三,
14,7,12,ウインオルビット,牡4,57,黛弘人,2:01.3,2.1/2,**,4-6-4-6,36.4,472.5,14,486(0),,,,[東]青木孝文,ウイン,
15,2,3,スワンボート,牡9,57,岩部純二,2:02.4,7,**,13-13-13-14,36.6,520.1,15,482(-2),,,,[東]浅野洋一,田頭勇貴,
