着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,9,アポロビビ,牡3,55,吉田豊,1:10.8,,**,6-4,36.4,2.4,1,464(+8),,,,[東]中舘英二,アポロサラブレッドクラブ,750.0
2,4,5,エリンアクトレス,牝3,53,三浦皇成,1:11.0,1.1/4,**,2-2,37.0,3.7,2,486(+6),,,,[東]清水英克,田頭勇貴,300.0
3,5,7,エースロッカー,セ4,57,岩部純二,1:11.2,1.1/4,**,3-2,37.1,14.4,6,486(-2),,,,[東]中川公成,西森功,190.0
4,1,1,トモジャドット,牡3,55,津村明秀,1:11.4,1,**,1-1,37.5,5.2,3,536(-10),,,,[東]小笠倫弘,吉冨朝美,110.0
5,2,2,グラデュエイト,牡4,57,福永祐一,1:11.4,アタマ,**,5-4,37.1,10.8,5,506(0),,,,[東]加藤征弘,阿部友弘,75.0
6,7,11,ダディフィンガー,牡3,55,柴田善臣,1:11.8,2.1/2,**,3-4,37.6,37.3,8,482(-12),,,,[東]水野貴広,野村茂雄,
7,7,10,トップギア,牡4,54,菅原明良,1:11.9,1/2,**,9-9,37.1,76.9,10,458(+2),,,,[東]小桧山悟,アドバンス・サッポロ,
8,3,3,ゴールデンビコー,牝4,55,武士沢友,1:12.0,1/2,**,11-11,36.9,211.0,12,440(+4),,,,[東]根本康広,村山忠弘,
9,8,12,ヤンチャプリヒメ,牝3,53,松岡正海,1:12.0,ハナ,**,8-8,37.4,65.1,9,436(+2),,,,[東]浅野洋一,田頭勇貴,
10,5,6,エナグリン,牡4,56,野中悠太,1:12.1,1/2,**,11-9,37.0,21.4,7,474(+2),,,,[東]伊藤大士,宮原廣伸,
11,8,13,ナムラアイアイサー,牡3,55,菅原隆一,1:12.3,1.1/4,**,6-7,37.9,9.4,4,472(+6),,,,[東]武市康男,奈村睦弘,
12,6,8,パスポート,牝4,55,嶋田純次,1:13.3,6,**,9-11,38.5,133.8,11,438(-6),,,,[東]石毛善彦,清水敏,
13,4,4,スリーオーラ,牝3,51,木幡育也,1:13.9,3.1/2,**,13-13,37.5,265.8,13,426(-2),,,,[東]柄崎孝,永井商事,
