着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,エスニックソング,牝2,54,田中勝春,1:12.5,,**,2-2,37.7,4.1,2,472(0),,,,[東]田中剛,ゴドルフィン,500.0
2,7,14,ペルシャンジュエル,牝2,51,藤田菜七,1:12.9,2.1/2,**,9-8,37.4,58.0,10,434(-2),,,,[東]金成貴史,深澤朝房,200.0
3,5,10,カナライズ,牡2,54,大野拓弥,1:13.4,3,**,3-3,38.5,6.6,4,456(+2),,,,[東]中舘英二,水上行雄,130.0
4,5,9,トーアリュウジン,セ2,54,柴田善臣,1:13.4,ハナ,**,8-8,38.1,5.7,3,472(+6),,,,[東]藤原辰雄,高山ランド,75.0
5,4,8,セイエスコート,牡2,53,横山武史,1:13.6,1.1/4,**,5-5,38.5,13.4,6,460(+4),,,,[東]菊川正達,金田成基,50.0
6,7,13,クワトロチェント,牡2,54,石橋脩,1:13.8,3/4,**,5-5,38.7,4.0,1,476(+2),,,,[東]新開幸一,サンデーレーシング,
7,3,6,トマティーナ,牡2,54,菅原隆一,1:14.0,1.1/2,**,1-1,39.4,80.2,11,420(+12),,,,[東]石毛善彦,ミルファーム,
8,1,2,ヨシノパナギア,牝2,54,丹内祐次,1:14.3,1.1/2,**,3-3,39.4,7.8,5,486(+10),,,,[東]宗像義忠,清水義徳,
9,2,4,シバノレイワ,牡2,52,木幡育也,1:14.6,2,**,5-5,39.5,29.3,8,458(0),,,,[東]萱野浩二,柴一男,
10,2,3,エコロアーサー,牡2,51,菅原明良,1:14.7,1/2,**,15-13,38.7,20.9,7,454(0),,,,[東]武市康男,原村正紀,
11,6,11,アルディビート,牡2,54,横山和生,1:14.8,クビ,**,12-11,39.0,92.9,12,470(+8),,,,[東]土田稔,坂田行夫,
12,8,16,オウサマプリン,牡2,54,木幡巧也,1:14.9,1/2,**,9-10,39.4,95.4,13,478(-2),,,,[東]的場均,田頭勇貴,
13,3,5,ユウヒノプリンス,牡2,54,岩部純二,1:14.9,ハナ,**,15-13,38.8,40.8,9,470(+6),,,,[東]加藤和宏,坂田行夫,
14,8,15,バトルモモタロー,牡2,53,野中悠太,1:14.9,アタマ,**,12-13,39.1,101.8,14,412(-6),,,,[東]伊藤大士,宮川秋信,
15,1,1,シュガートウショウ,牝2,51,小林凌大,1:15.2,1.3/4,**,12-13,39.3,206.4,15,406(-2),,,,[東]土田稔,トウショウ産業,
16,4,7,ニジノハシ,牡2,54,嶋田純次,1:15.2,クビ,**,11-11,39.5,375.9,16,432(+4),,,,[東]石栗龍彦,ミルファーム,
