着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,アヌラーダプラ,牝2,54,三浦皇成,1:37.8,,**,3-5-3,34.0,1.7,1,464(0),,,,[東]萩原清,キャロットファーム,700.0
2,2,3,ダイワミラクル,牡2,54,北村宏司,1:38.0,1.1/2,**,9-7-5,34.0,6.2,3,496(0),,,,[東]鹿戸雄一,大城敬三,280.0
3,4,8,ラキ,牝2,54,戸崎圭太,1:38.2,1.1/4,**,2-2-2,34.8,11.3,4,448(0),,,,[西]小崎憲,山住勲,180.0
4,4,7,オレンジブラウニー,牝2,53,横山武史,1:38.2,クビ,**,11-7-5,34.1,118.1,9,458(0),,,,[東]的場均,田頭勇貴,110.0
5,1,2,ツクバゴールド,牡2,54,Ｍ．デム,1:38.6,2.1/2,**,3-5-5,34.7,4.7,2,508(0),,,,[西]清水久詞,荻原昭二,70.0
6,1,1,ダンサーズドリーム,牝2,54,江田照男,1:38.8,1.1/4,**,3-3-4,35.2,222.0,13,430(0),,,,[東]深山雅史,櫻井正,
7,2,4,アエレオ,牡2,52,木幡育也,1:38.9,クビ,**,1-1-1,35.7,242.0,14,508(0),,,,[東]小桧山悟,柴原榮,
8,8,15,マイネルチェスト,牡2,54,柴田大知,1:39.0,3/4,**,12-11-10,34.7,49.0,7,454(0),,,,[東]国枝栄,サラブレッドクラブ・ラフィアン,
9,5,9,ファイヴレター,牡2,54,杉原誠人,1:39.2,1,**,7-10-11,35.0,158.7,11,418(0),,,,[東]佐藤吉勝,熊坂俊一,
10,8,16,コンチサエッタ,牡2,54,内田博幸,1:39.2,クビ,**,15-11-8,34.8,148.7,10,466(0),,,,[東]勢司和浩,九十九章之,
11,7,14,ジャジャウマ,牝2,51,小林凌大,1:39.5,1.3/4,**,9-11-11,35.2,257.2,15,420(0),,,,[東]深山雅史,新井原博,
12,6,12,ヤエノロータス,牡2,51,菅原明良,1:39.9,2.1/2,**,7-7-8,35.9,190.6,12,482(0),,,,[東]天間昭一,柳田英子,
13,6,11,グラスカルメン,牝2,54,木幡巧也,1:40.4,3,**,16-14-14,35.9,89.8,8,428(0),,,,[東]尾形和幸,半沢,
14,5,10,パワポケプリメーロ,牡2,51,藤田菜七,1:41.2,5,**,12-15-15,36.5,49.0,6,420(0),,,,[東]中野栄治,柳原達也,
中,3,5,リスカルダーレ,牝2,54,松岡正海,,,**,3-3-11,,19.0,5,496(0),,,,[西]牧田和弥,谷口祐人,
中,3,6,テイエムトニーオー,牡2,54,武士沢友,,,**,12-16-16,,339.5,16,450(0),,,,[東]石栗龍彦,竹園正繼,
