着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,8,スターライトブルー,牡5,54,吉田豊,2:36.8,,**,1-1-1-1,37.7,9.3,5,512(-4),,,,[東]戸田博文,青芝商事,"1,521.0"
2,3,3,イルフォーコン,牡6,54,田辺裕信,2:37.3,3,**,8-8-7-5,37.2,4.4,2,468(+6),,,,[東]武市康男,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,606.0
3,2,2,キタサンヴィクター,牡4,54,横山典弘,2:37.5,1.1/4,**,5-5-2-3,38.1,10.1,7,502(+4),,,,[西]本田優,大野商事,383.0
4,8,10,ギガバッケン,牡4,54,内田博幸,2:37.8,2,**,2-2-2-2,38.5,5.9,3,550(+6),,,,[東]中川公成,ノルマンディーサラブレッドレーシング,230.0
5,5,5,ミラクルヒッター,牡4,54,田中勝春,2:38.0,3/4,**,6-6-4-4,38.2,17.2,8,494(-4),,,,[東]菊川正達,丸岡啓一,150.0
6,1,1,フーズサイド,牡3,53,武士沢友,2:38.1,3/4,**,9-9-8-7,37.9,3.2,1,470(+6),,,,[東]堀井雅広,西森功,
7,7,7,カカアコ,牝5,51,藤田菜七,2:38.8,4,**,6-6-8-9,38.5,48.7,9,464(-12),,,,[西]小崎憲,山住勲,
8,8,9,アバオアクー,牡7,54,大野拓弥,2:39.0,1.1/4,**,10-10-8-8,38.7,9.7,6,510(-12),,,,[東]新開幸一,外池榮一郎,
9,6,6,レオステップアップ,牡4,54,黛弘人,2:39.3,2,**,3-3-6-9,39.4,6.5,4,488(-2),,,,[東]奥平雅士,レオ,
10,4,4,アークカンパネラ,牡4,54,丹内祐次,2:39.6,2,**,4-3-4-5,39.9,65.7,10,500(0),,,,[東]矢野英一,酒井喜生,
