着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,ジュエルタワー,牝2,54,ルメール,1:35.0,,**,7-3-4,34.7,3.7,2,440(0),,,,[東]尾形和幸,社台レースホース,500.0
2,4,7,チアチアクラシカ,牝2,54,武豊,1:35.2,1.1/4,**,4-3-2,35.0,6.4,4,490(-16),,,,[東]堀井雅広,藤田在子,200.0
3,5,10,マイネルソラス,牡2,54,丹内祐次,1:35.2,クビ,**,9-9-7,34.6,27.6,7,462(+4),,,,[東]和田正一,サラブレッドクラブ・ラフィアン,130.0
4,6,11,シングンバズーカ,牡2,54,武士沢友,1:35.3,1/2,**,9-11-8,34.6,2.8,1,474(-4),,,,[東]高市圭二,伊坂重憲,75.0
5,2,3,セイウンパワフル,牡2,54,津村明秀,1:35.7,2.1/2,**,3-2-2,35.6,4.9,3,472(0),,,,[東]斎藤誠,西山茂行,50.0
6,8,16,バイカル,牝2,54,柴田大知,1:35.9,1.1/4,**,7-11-8,35.1,206.2,12,456(+4),,,,[東]勢司和浩,ビッグレッドファーム,
7,4,8,ナンヨーショウエイ,牝2,51,藤田菜七,1:36.1,1,**,1-1-1,36.1,58.3,9,400(0),,,,[東]宗像義忠,中村徳也,
8,8,15,スピードサウンド,牡2,54,岩田康誠,1:36.1,ハナ,**,12-9-12,35.5,21.9,6,454(-4),,,,[東]栗田徹,スリーエイチレーシング,
9,7,14,デュープス,牝2,54,木幡巧也,1:36.2,3/4,**,2-3-4,36.0,286.9,13,412(+20),,,,[東]星野忍,内田玄祥,
10,2,4,ウォッシュトレード,牡2,54,内田博幸,1:36.4,1.1/2,**,15-14-14,35.2,311.5,14,464(0),,,,[東]浅野洋一,田頭勇貴,
11,7,13,トルベジーノ,牝2,51,菅原明良,1:36.5,クビ,**,12-15-15,35.0,150.6,11,420(0),,,,[東]松山将樹,ビッグレッドファーム,
12,5,9,デルマトパーズ,牝2,54,松岡正海,1:36.5,ハナ,**,4-6-8,36.1,58.7,10,440(0),,,,[東]田島俊明,浅沼廣幸,
13,3,6,ハットルヴァン,牡2,53,菊沢一樹,1:36.6,3/4,**,12-11-12,35.9,46.4,8,492(+20),,,,[東]菊沢隆徳,服部邦繁,
14,1,1,シゲルビアンカ,牝2,54,嘉藤貴行,1:36.7,3/4,**,9-6-8,36.2,422.6,15,398(-2),,,,[東]清水英克,森中蕃,
15,3,5,タイニーベイビー,牡2,54,福永祐一,1:36.9,1.1/4,**,4-6-4,36.5,18.9,5,436(+8),,,,[東]松山将樹,山口裕介,
16,6,12,イノセントグラム,牡2,51,小林凌大,1:38.1,7,**,15-16-16,36.4,515.3,16,474(-2),,,,[東]伊藤伸一,田頭勇貴,
