着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,ヴィルトファン,牝3,52,武藤雅,1:10.5,,**,11-8,36.0,17.0,7,512(+4),,,,[東]高柳瑞樹,カナヤマホールディングス,"1,100.0"
2,3,5,ヒイナヅキ,牝3,53,丸山元気,1:10.7,1,**,2-2,36.8,14.5,5,460(-2),,,,[東]林徹,ヒダカ・ブリーダーズ・ユニオン,440.0
3,2,3,シスル,牝4,55,木幡巧也,1:10.8,1/2,**,1-1,37.0,36.4,9,500(+10),,,,[東]新開幸一,中村祐子,280.0
4,8,16,アロハブリーズ,牝3,53,三浦皇成,1:10.8,クビ,**,3-3,36.8,4.1,2,468(+2),,,,[東]鹿戸雄一,木村牧場,170.0
5,6,11,ポップシンガー,牝5,55,勝浦正樹,1:10.9,クビ,**,8-8,36.6,22.8,8,454(-2),,,,[東]鈴木伸尋,村山卓也,110.0
6,7,13,ハルサカエ,牝3,50,藤田菜七,1:11.2,1.3/4,**,8-10,36.8,6.4,3,492(+2),,,,[東]大竹正博,齊藤栄一,
7,1,1,ミスズマンボ,牝6,52,菅原明良,1:11.2,クビ,**,6-5,37.0,70.1,12,444(-6),,,,[西]安田翔伍,永井啓弍,
8,7,14,アルマユディト,牝4,55,武士沢友,1:11.2,アタマ,**,3-3,37.2,48.8,10,484(+8),,,,[東]中舘英二,コウトミックレーシング,
9,5,9,スズカユース,牝3,52,菊沢一樹,1:11.5,1.3/4,**,8-10,37.2,15.7,6,448(-2),,,,[東]伊藤圭三,永井啓弍,
10,5,10,ウラガーノ,牝5,55,石橋脩,1:11.6,1/2,**,13-14,37.0,8.4,4,520(+2),,,,[西]上村洋行,藤田孟司,
11,2,4,サニーストーム,牝3,53,Ｍ．デム,1:11.6,クビ,**,6-6,37.4,2.4,1,454(+2),,,,[東]加藤征弘,陳立文,
12,6,12,クリノレオノール,牝5,52,山田敬士,1:11.7,3/4,**,16-16,36.8,499.1,16,456(-18),,,,[東]星野忍,栗本博晴,
13,4,7,コロニアルスタイル,牝5,55,津村明秀,1:11.7,ハナ,**,13-12,37.1,51.3,11,464(+4),,,,[東]鈴木伸尋,吉田照哉,
14,4,8,キョウエイソフィア,牝4,52,小林凌大,1:11.9,1.1/4,**,11-12,37.4,282.6,14,452(-6),,,,[東]萱野浩二,田中晴夫,
15,3,6,ジュンドリーム,牝4,55,丸田恭介,1:11.9,ハナ,**,15-14,37.1,302.1,15,480(-6),,,,[西]西村真幸,河合純二,
16,8,15,エトワールブリエ,牝4,54,野中悠太,1:13.2,8,**,5-6,39.1,112.9,13,432(-2),,,,[東]田中博康,ロードホースクラブ,
