着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,7,グッドジュエリー,牝4,52,丸田恭介,1:08.4,,**,4-3,33.7,27.5,9,456(+4),,,,[東]堀井雅広,長谷川光司,"1,542.0"
2,7,13,トンボイ,牝4,52,酒井学,1:08.4,クビ,**,2-2,33.9,41.2,11,436(0),,,,[西]西園正都,幅田京子,612.0
3,8,16,シセイタイガ,牡3,55,三浦皇成,1:08.5,クビ,**,4-3,33.8,7.4,4,446(0),,,,[東]高橋文雅,猪苗代勇,386.0
4,2,4,ハイヤーアプシス,牝5,52,武豊,1:08.7,1.1/4,**,6-6,33.8,45.7,12,436(-10),,,,[東]鹿戸雄一,吉田晴哉,230.0
5,5,10,ヴェルスパー,牝4,54,戸崎圭太,1:08.7,クビ,**,8-6,33.7,13.0,6,444(+4),,,,[東]加藤征弘,サンデーレーシング,150.0
6,7,14,アゴベイ,牝3,52,川田将雅,1:08.8,3/4,**,9-9,33.6,4.0,2,434(-2),,,,[東]尾関知人,ゴドルフィン,
7,1,1,シセイヒテン,牡4,57,丸山元気,1:08.9,クビ,**,16-15,32.9,10.3,5,444(-2),,,,[東]宗像義忠,猪苗代勇,
8,3,6,アンリミット,牝4,55,内田博幸,1:08.9,クビ,**,10-10,33.6,5.5,3,496(+12),,,,[西]清水久詞,前原敏行,
9,3,5,セイウンリリシイ,牝4,53,武藤雅,1:09.0,クビ,**,3-3,34.4,20.9,7,468(0),,,,[東]水野貴広,西山茂行,
10,5,9,タイセイアベニール,牡4,57,ルメール,1:09.0,アタマ,**,10-10,33.7,3.9,1,484(+4),,,,[西]西村真幸,田中成奉,
11,8,15,ピカピカ,牝4,52,西田雄一,1:09.0,クビ,**,6-6,34.1,96.1,15,506(+2),,,,[東]石毛善彦,ミルファーム,
12,2,3,ザイツィンガー,牡3,53,幸英明,1:09.0,ハナ,**,14-14,33.2,57.4,13,420(-6),,,,[西]牧田和弥,永田和彦,
13,4,8,オジョーノキセキ,牝4,53,松若風馬,1:09.0,ハナ,**,12-13,33.4,68.3,14,514(-4),,,,[東]伊藤大士,前原敏行,
14,1,2,シゲルベンガルトラ,牡5,56,横山典弘,1:09.0,ハナ,**,14-15,33.3,27.9,10,474(-6),,,,[東]和田勇介,森中蕃,
15,6,12,マーマレードガール,牝3,52,丹内祐次,1:09.2,1.1/4,**,1-1,34.8,21.8,8,456(-2),,,,[東]中野栄治,ビッグレッドファーム,
16,6,11,カワキタピリカ,牡6,53,菅原明良,1:09.2,ハナ,**,12-12,33.7,245.1,16,498(-8),,,,[東]武市康男,川島吉男,
