着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,フェイバリット,牡2,52,木幡育也,1:56.0,,**,10-10-7-6,38.0,19.4,8,450(+2),,,,[東]小桧山悟,島川隆哉,500.0
2,6,12,モルタル,牡2,54,戸崎圭太,1:56.0,アタマ,**,2-2-2-1,39.1,5.1,2,476(-4),,,,[東]加藤征弘,阿部友弘,200.0
3,5,10,ショウナンマリオ,牡2,51,菅原明良,1:56.0,ハナ,**,4-3-4-3,38.8,10.8,6,458(-4),,,,[東]加藤士津,湘南,130.0
4,2,3,コスモケルビン,牡2,54,津村明秀,1:57.4,9,**,4-5-3-3,40.3,6.2,4,488(-2),,,,[東]佐藤吉勝,ビッグレッドファーム,75.0
5,8,15,シュプレムラン,牡2,54,丹内祐次,1:57.4,アタマ,**,4-5-4-3,40.2,22.2,9,476(-4),,,,[東]田中博康,島川隆哉,50.0
6,2,4,クラウンマハロ,牡2,54,内田博幸,1:57.8,2.1/2,**,10-11-10-8,39.4,4.5,1,490(-6),,,,[東]尾形和幸,クラウン,
7,3,5,クロカドッグ,牡2,53,野中悠太,1:57.9,クビ,**,12-12-10-8,39.6,8.1,5,500(+4),,,,[東]竹内正洋,ヒダカファーム,
8,4,8,トロピカルビーチ,牝2,54,柴田大知,1:58.4,3,**,8-8-9-8,40.3,16.2,7,424(-2),,,,[東]和田雄二,サラブレッドクラブ・ラフィアン,
9,4,7,グロワールポン,牝2,54,木幡巧也,1:58.8,2.1/2,**,14-14-13-11,40.2,65.3,11,482(-8),,,,[東]田中清隆,花野友象,
10,8,16,ノーブルミラクル,牡2,54,吉田豊,1:59.5,4,**,1-1-1-2,42.6,6.1,3,476(-4),,,,[東]粕谷昌央,吉木伸彦,
11,6,11,ナックライオン,牡2,54,木幡初也,2:00.3,5,**,7-7-6-7,42.5,95.2,13,496(-4),,,,[東]杉浦宏昭,小松欣也,
12,7,14,ダリアメイリー,牝2,51,藤田菜七,2:00.7,2.1/2,**,12-12-14-14,41.9,64.1,10,432(+6),,,,[東]堀井雅広,静内白井牧場,
13,1,1,グラッツィエディオ,牝2,53,武藤雅,2:01.1,2.1/2,**,15-16-16-16,41.0,73.3,12,472(0),,,,[東]戸田博文,安原浩司,
14,1,2,ゴールドロード,牡2,54,勝浦正樹,2:01.1,ハナ,**,8-9-10-11,42.8,183.8,16,436(-6),,,,[東]水野貴広,有馬博文,
15,5,9,コスモユニック,牡2,54,宮崎北斗,2:01.1,アタマ,**,15-15-15-15,41.4,157.7,15,492(-6),,,,[東]鈴木伸尋,ビッグレッドファーム,
16,7,13,サイドストーリー,牡2,53,菊沢一樹,2:01.2,1/2,**,2-3-7-13,43.2,114.5,14,494(+6),,,,[東]高橋祥泰,飯田正剛,
