着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,7,ミディオーサ,牝3,52,Ｍ．デム,1:47.7,,**,2-2-2-2,34.5,3.7,2,492(0),,,,[東]堀宣行,サンデーレーシング,750.0
2,3,4,ルイジアナママ,牝3,52,大野拓弥,1:48.0,1.3/4,**,4-3-5-5,34.5,2.4,1,446(+4),,,,[東]新開幸一,稲川一,300.0
3,7,11,キタイ,牝3,52,戸崎圭太,1:48.2,1.1/2,**,1-1-1-1,35.4,11.1,4,488(+14),,,,[東]杉浦宏昭,西村憲人,190.0
4,6,10,ブライティアセルバ,牝3,49,菅原明良,1:48.2,ハナ,**,2-3-2-2,34.9,23.0,8,426(-2),,,,[東]武井亮,小林昌志,110.0
5,8,14,ショウナンバビアナ,牝3,52,吉田豊,1:48.4,1.1/4,**,4-5-4-2,35.0,5.1,3,476(-4),,,,[東]上原博之,国本哲秀,75.0
6,8,13,イタリアンホワイト,牝5,55,津村明秀,1:48.5,1/2,**,10-8-5-5,35.0,20.9,7,520(+18),,,,[東]相沢郁,サンデーレーシング,
7,6,9,コトブキスフェール,牝3,52,伊藤工真,1:48.5,アタマ,**,6-7-7-7,34.9,48.2,10,426(0),,,,[東]金成貴史,尾上松壽,
8,4,5,ジューンバラード,牝3,52,武士沢友,1:48.5,クビ,**,6-5-9-9,34.8,136.7,13,432(-2),,,,[東]堀井雅広,吉川潤,
9,7,12,シャワークライム,牝3,52,木幡巧也,1:48.6,クビ,**,8-8-7-7,35.0,13.9,5,434(+2),,,,[東]田中剛,吉田照哉,
10,5,8,ショウナンハルラ,牝3,49,藤田菜七,1:48.6,クビ,**,10-13-9-9,34.8,20.9,6,414(0),,,,[東]古賀史生,国本哲秀,
11,1,1,サンデースクール,牝3,51,野中悠太,1:48.8,1.1/4,**,8-8-12-11,34.9,60.7,11,440(+2),,,,[東]小島茂之,ゴドルフィン,
12,2,2,ニシノプレジール,牝3,51,武藤雅,1:48.9,1/2,**,14-14-14-11,34.6,47.6,9,418(-6),,,,[東]鈴木伸尋,西山茂行,
13,4,6,シバノテンショウ,牝3,51,菊沢一樹,1:49.1,1.1/2,**,10-11-9-11,35.3,128.8,12,476(+8),,,,[東]菊沢隆徳,柴一男,
14,3,3,スリーオーラ,牝3,52,的場勇人,1:50.4,8,**,13-11-12-14,36.5,320.1,14,428(-2),,,,[東]柄崎孝,永井商事,
