着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,13,デルマオニキス,牡3,56,横山和生,1:54.3,,**,13-13-12-10,38.6,52.2,9,468(+12),,,,[東]勢司和浩,浅沼廣幸,"1,038.7"
2,3,3,ショウナンマリオ,牡3,56,津村明秀,1:54.5,1.1/2,**,5-5-2-1,39.8,3.5,2,466(-6),,,,[東]加藤士津,湘南,408.2
3,7,10,フィロロッソ,牡3,56,マーフィ,1:55.0,3,**,8-8-7-3,39.8,3.0,1,472(+4),,,,[西]中竹和也,社台レースホース,254.1
4,5,6,ヒルノブルージュ,牡3,56,横山典弘,1:55.0,ハナ,**,8-8-6-3,40.0,34.4,7,470(-6),,,,[西]昆貢,ヒルノ,150.0
5,1,1,マイネルアストリア,牡3,56,丹内祐次,1:55.7,4,**,5-7-7-6,40.5,184.5,12,486(+6),,,,[東]武市康男,サラブレッドクラブ・ラフィアン,101.0
6,5,7,キョウエイゴー,牡3,56,武藤雅,1:55.8,クビ,**,3-3-5-6,40.9,52.4,10,502(+8),,,,[東]萱野浩二,田中晴夫,
7,7,11,ディアセオリー,牡3,56,丸山元気,1:56.4,3.1/2,**,5-5-2-2,41.7,6.2,4,480(-2),,,,[東]高木登,ディアレストクラブ,
8,2,2,カイアワセ,牝3,54,武士沢友,1:56.5,1/2,**,8-10-9-8,41.0,235.5,13,438(-4),,,,[東]星野忍,内田玄祥,
9,6,8,エコロタイガー,牡3,56,菅原明良,1:56.8,2,**,11-11-13-12,40.8,42.0,8,534(0),,,,[東]岩戸孝樹,原村正紀,
10,8,12,セイエスコート,牡3,56,横山武史,1:57.4,3.1/2,**,12-11-11-10,41.8,144.9,11,472(+4),,,,[東]菊川正達,金田成基,
11,4,4,マカオンブラン,牡3,56,田辺裕信,1:58.3,5,**,2-2-2-5,43.5,23.5,6,504(+10),,,,[西]今野貞一,關陽彦,
12,6,9,ワセダウォリアー,牡3,56,Ｍ．デム,1:59.1,5,**,3-3-9-12,43.7,5.1,3,462(-4),,,,[東]金成貴史,大冨智弘,
13,4,5,ベルウッドネイチャ,牡3,56,石橋脩,2:01.7,大,**,1-1-1-8,47.3,7.2,5,542(0),,,,[東]伊藤大士,鈴木照雄,
