着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,リヴァージュ,牝3,54,横山和生,2:04.8,,**,1-1-1-1,36.0,7.2,4,482(0),,,,[東]田村康仁,島川隆哉,600.0
2,5,10,ホウオウハルカス,牡3,56,松岡正海,2:05.4,3.1/2,**,6-8-7-6,35.9,9.5,5,476(0),,,,[東]斎藤誠,小笹芳央,240.0
3,8,15,エルセンブルグ,牡3,56,丸山元気,2:05.7,1.3/4,**,14-14-12-11,35.8,15.1,6,530(0),,,,[東]相沢郁,サンデーレーシング,150.0
4,3,5,ハラハラドキドキ,牡3,53,小林凌大,2:06.1,2.1/2,**,12-11-2-2,37.2,35.5,12,452(0),,,,[東]久保田貴,廣崎利洋ＨＤ,90.0
5,7,14,ワイルドフレーズ,牡3,56,石川裕紀,2:06.1,アタマ,**,9-9-4-3,36.9,5.5,3,472(0),,,,[東]黒岩陽一,ヒダカ・ブリーダーズ・ユニオン,60.0
6,1,2,ショウナンラオウ,牡3,56,藤岡康太,2:06.1,ハナ,**,9-9-10-7,36.4,5.4,2,454(0),,,,[西]高橋義忠,国本哲秀,
7,5,9,レッドジャンヌ,牝3,54,田辺裕信,2:06.3,1.1/4,**,2-2-4-3,37.1,22.7,8,452(0),,,,[東]大竹正博,東京ホースレーシング,
8,4,7,セイウンノワール,牝3,54,武藤雅,2:06.3,クビ,**,6-6-10-11,36.6,32.3,11,510(0),,,,[東]尾形和幸,西山茂行,
9,3,6,コースタルチャート,牝3,54,Ｍ．デム,2:06.4,1/2,**,3-5-7-7,36.9,3.1,1,464(0),,,,[東]藤沢和雄,社台レースホース,
10,4,8,ジャストザキラキラ,牝3,54,石橋脩,2:06.7,2,**,16-16-13-13,36.5,166.6,14,438(0),,,,[東]小笠倫弘,ジャスト・タイムクラブ,
11,7,13,ガラパーティー,牝3,54,横山典弘,2:06.8,1/2,**,6-6-4-7,37.6,31.1,10,492(0),,,,[東]久保田貴,寺田千代乃,
12,6,11,キールカーディナル,牡3,56,ミナリク,2:06.8,アタマ,**,3-3-2-3,37.8,28.7,9,468(0),,,,[東]田中博康,サンデーレーシング,
13,2,3,ココラ,牝3,51,藤田菜七,2:07.3,3,**,3-3-7-10,37.9,15.5,7,458(0),,,,[東]大和田成,田中純一,
14,6,12,ムービングブレイド,牡3,56,宮崎北斗,2:08.6,8,**,9-11-13-13,38.4,181.2,15,492(0),,,,[東]高橋祥泰,山上和良,
15,1,1,デイタイム,牡3,56,津村明秀,2:10.6,大,**,12-13-13-15,40.4,144.0,13,460(0),,,,[東]和田正一,ローレルレーシング,
16,2,4,キタノファラオ,牡3,53,山田敬士,2:12.6,大,**,14-14-16-16,41.5,323.9,16,478(0),,,,[東]松永康利,北所直人,
