着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,9,ウインアクティーボ,牡3,56,松岡正海,1:12.6,,**,3-3,37.6,2.2,1,492(0),,,,[東]高木登,ウイン,510.0
2,7,13,キョシンタンカイ,牡3,56,田辺裕信,1:12.6,クビ,**,1-1,37.9,6.3,3,502(+2),,,,[東]武市康男,國分純,200.0
3,8,16,ユタカサン,牡3,56,吉田豊,1:13.4,5,**,2-2,38.7,39.0,7,478(-10),,,,[東]竹内正洋,井山登,130.0
4,1,2,グランエクセレント,牡3,56,黛弘人,1:13.5,1/2,**,7-5,38.1,3.7,2,512(-4),,,,[東]石毛善彦,田畑利彦,77.0
5,7,14,ブラウンアイズ,牝3,54,宮崎北斗,1:13.7,1.1/4,**,5-6,38.4,270.6,11,516(0),,,,[東]萱野浩二,山上和良,51.0
6,6,11,ロワマージュ,牡3,56,北村宏司,1:13.9,1.1/4,**,10-11,38.2,11.1,5,484(-2),,,,[東]池上昌和,ゴドルフィン,
7,6,12,ホトダニー,牡3,54,木幡育也,1:13.9,クビ,**,10-9,38.2,16.4,6,452(-2),,,,[東]大江原哲,井上一郎,
8,1,1,ニシノカリウド,牡3,56,内田博幸,1:14.1,1,**,4-4,39.0,40.9,8,478(+8),,,,[東]水野貴広,西山茂行,
9,5,10,ナイトクリーガー,牡3,56,的場勇人,1:14.7,3.1/2,**,12-13,38.7,597.8,14,496(0),,,,[東]的場均,藤田孟司,
10,4,7,デルマカーネリアン,牡3,56,武藤雅,1:14.8,1/2,**,16-15,38.6,210.0,10,416(+2),,,,[東]堀井雅広,浅沼廣幸,
11,2,4,シゲルパンドラ,牝3,54,丸田恭介,1:14.9,1/2,**,7-8,39.5,284.6,12,468(0),,,,[東]浅野洋一,森中蕃,
12,3,6,ヴォールヴィコント,牝3,54,Ｍ．デム,1:14.9,クビ,**,5-6,39.7,6.5,4,494(+4),,,,[東]上原博之,栗山良子,
13,3,5,ルナランス,牝3,51,小林凌大,1:15.5,3.1/2,**,12-13,39.5,615.6,15,430(+6),,,,[東]武藤善則,前川企画,
14,8,15,サクセスリバース,牡3,56,石川裕紀,1:15.6,1/2,**,7-9,40.1,64.5,9,516(+8),,,,[東]中舘英二,高嶋哲,
15,4,8,ビクトリアワールド,牡3,55,菊沢一樹,1:15.8,1,**,12-11,39.8,798.9,16,424(-4),,,,[東]小桧山悟,入山和男,
16,2,3,レディーフラッシュ,牝3,54,武士沢友,1:16.6,5,**,12-15,40.6,333.2,13,478(+6),,,,[東]古賀史生,小林博雄,
