着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,11,スプリングボックス,牡6,60,森一馬,3:34.8,,,6-6-7-5,13.4,7.0,4,484(-6),,,,[西]寺島良,吉田昌久,"1,677.3"
2,7,10,トゥルーハート,セ7,61,白浜雄造,3:35.7,5,,6-6-4-3,13.5,3.1,1,460(-2),,,,[西]庄野靖志,ヒダカ・ブリーダーズ・ユニオン,667.8
3,6,9,シゲルピーマン,セ5,60,植野貴也,3:35.8,3/4,,11-11-9-8,13.5,18.4,6,468(-2),,,,[西]湯窪幸雄,森中蕃,413.9
4,6,8,トーアディラン,セ7,61,五十嵐雄,3:35.9,クビ,,2-1-1-1,13.5,35.2,8,498(+4),,,,[東]藤原辰雄,高山ランド,250.0
5,4,5,ニーマルサンデー,牡6,60,江田勇亮,3:36.7,5,,4-4-2-2,13.5,3.5,2,482(+4),,,,[東]田村康仁,板橋秋,165.0
6,8,12,トーヨーピース,牡6,61,山本康志,3:36.8,クビ,,8-8-8-9,13.6,12.6,5,484(+10),,,,[東]土田稔,中嶋宏,
7,8,13,バイオンディップス,牡8,60,石神深一,3:37.1,2,,1-2-2-3,13.6,3.6,3,534(0),,,,[東]小島茂之,丸山担,
8,5,6,レジェンドパワー,セ8,60,大江原圭,3:37.6,3,,3-3-5-6,13.6,146.8,11,458(-2),,,,[東]中野栄治,西村新一郎,
9,1,1,サムライフォンテン,牡7,60,上野翔,3:37.7,クビ,,9-10-12-12,13.6,263.8,12,498(+18),,,,[東]石毛善彦,吉橋興生,
10,5,7,スリーコーズライン,牡4,59,伊藤工真,3:37.9,1.1/2,,11-11-11-10,13.6,70.2,9,468(+6),,,,[東]柄崎孝,永井商事,
11,4,4,ユキノエルドール,牡6,60,平沢健治,3:38.6,4,,9-8-10-10,13.7,140.9,10,476(+10),,,,[東]和田正一,井上基之,
12,3,3,デュアルメジャー,セ8,60,草野太郎,3:38.7,3/4,,4-4-5-6,13.7,23.8,7,500(0),,,,[東]黒岩陽一,サンデーレーシング,
除,2,2,アグリッパーバイオ,牡9,62,西谷誠,,,,,,---,,450(+2),,,,[西]須貝尚介,バイオ,
