着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,8,サクラルーフェン,牡4,56,石橋脩,1:55.3,,**,1-1-1-1,39.5,1.7,1,452(0),,,,[東]尾関知人,さくらコマース,760.0
2,8,14,キングスバレイ,牡4,56,木幡巧也,1:56.0,4,**,3-3-2-2,40.0,5.3,3,514(+2),,,,[東]斎藤誠,村野康司,300.0
3,6,10,ベルジュネス,セ4,56,丹内祐次,1:56.4,2.1/2,**,7-7-9-9,39.7,90.5,9,450(+8),,,,[東]畠山吉宏,岡田牧雄,190.0
4,8,15,アールグランツ,牡4,56,横山武史,1:56.7,1.3/4,**,5-4-4-3,40.5,22.9,5,474(-8),,,,[東]鈴木伸尋,前原敏行,110.0
5,3,5,カウンターエア,牡4,56,津村明秀,1:57.0,1.3/4,**,14-14-13-9,40.0,4.8,2,566(+8),,,,[東]奥村武,社台レースホース,76.0
6,4,6,ホーカスポーカス,牡5,57,丸山元気,1:57.0,クビ,**,8-7-6-5,40.6,14.0,4,434(+4),,,,[東]根本康広,平賀久枝,
7,5,9,ビービーデフィ,セ5,57,西田雄一,1:57.1,クビ,**,12-12-4-3,41.0,27.4,7,500(+4),,,,[東]小笠倫弘,坂東牧場,
8,2,2,ボーイズオブサマー,牡4,56,柴田大知,1:57.5,2.1/2,**,13-12-14-13,40.3,122.5,11,516(+18),,,,[東]天間昭一,ノルマンディーサラブレッドレーシング,
9,4,7,ヒロノライデン,牡5,57,丸田恭介,1:57.6,1/2,**,5-4-6-8,41.1,148.3,12,486(-2),,,,[東]蛯名利弘,小野博郷,
10,7,13,トラストシンゲン,牡4,54,菅原明良,1:57.9,2,**,15-15-15-13,40.5,94.1,10,510(0),,,,[東]高木登,菅波雅巳,
11,2,3,クラウドスケープ,牡4,56,黛弘人,1:58.0,クビ,**,10-10-9-7,41.4,149.5,14,476(0),,,,[東]藤原辰雄,下河辺俊行,
12,3,4,アララトテソーロ,牡4,53,藤田菜七,1:58.0,アタマ,**,10-11-11-12,41.2,27.1,6,488(+16),,,,[東]和田雄二,了徳寺健二ホールディングス,
13,1,1,ウイニングメイビー,牡4,56,大野拓弥,1:58.6,3.1/2,**,3-4-6-9,42.2,40.2,8,488(+22),,,,[東]稲垣幸雄,井上久光,
14,6,11,グーガルラヴィ,セ4,56,嶋田純次,1:58.7,1/2,**,2-2-2-5,42.7,148.7,13,508(-2),,,,[東]手塚貴久,藤田在子,
15,7,12,ファントムメナス,牡5,57,菅原隆一,1:58.7,クビ,**,9-9-11-15,41.9,344.8,15,542(+16),,,,[東]石栗龍彦,ノルマンディーサラブレッドレーシング,
