着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,3,メモワールミノル,牡3,54,菅原明良,1:12.2,,**,8-5,37.8,8.3,5,466(+2),,,,[東]中舘英二,吉岡實,510.0
2,3,6,ドラゴンズバック,牡3,53,藤田菜七,1:12.4,1,**,1-1,38.6,21.8,9,460(+6),,,,[東]伊藤伸一,田頭勇貴,200.0
3,3,5,サツキマス,牝3,54,マーフィ,1:12.5,3/4,**,4-3,38.4,3.6,1,458(-4),,,,[東]田島俊明,越村哲男,130.0
4,6,12,グレートコート,牡3,53,小林凌大,1:12.7,1.1/2,**,6-5,38.5,4.4,2,466(-4),,,,[東]大江原哲,伊東純一,77.0
5,6,11,ダウラギリ,牡3,56,石橋脩,1:12.8,1/2,**,2-2,38.9,6.2,3,498(+16),,,,[東]和田正一,スピードファーム,51.0
6,4,8,ダイシンウィット,牡3,56,津村明秀,1:12.9,クビ,**,3-3,38.9,7.4,4,500(+8),,,,[東]小笠倫弘,大八木信行,
7,5,10,ヨシオドライヴ,牡3,56,江田照男,1:13.0,1/2,**,13-11,37.9,83.1,11,496(+4),,,,[東]清水英克,井村誉志雄,
8,7,14,イデアイホマジョル,牡3,56,黛弘人,1:13.3,1.3/4,**,10-9,38.6,23.8,10,446(+12),,,,[東]和田雄二,益田修一,
9,2,4,ハルノマリーナ,牝3,51,山田敬士,1:13.6,1.3/4,**,4-5,39.5,322.1,15,468(+6),,,,[東]小桧山悟,丸山竜一,
10,8,16,ロブソンテソーロ,牡3,56,丸山元気,1:13.7,3/4,**,6-8,39.4,17.0,7,476(+8),,,,[東]畠山吉宏,了徳寺健二ホールディングス,
11,7,13,ディーカラーズ,牡3,54,木幡育也,1:13.9,1.1/4,**,10-11,39.2,20.6,8,486(+2),,,,[東]高橋祥泰,鈴木芳夫,
12,5,9,ショウリオウ,牡3,56,杉原誠人,1:14.3,2.1/2,**,13-13,39.3,491.8,16,456(+16),,,,[東]武市康男,ミルファーム,
13,1,1,ハクサンフルリール,牡3,56,武藤雅,1:14.3,アタマ,**,15-14,38.9,284.0,13,440(-2),,,,[東]武藤善則,河崎五市,
14,1,2,ヤマタケピースフル,牡3,56,横山和生,1:14.4,1/2,**,16-16,38.1,308.0,14,466(+6),,,,[東]萱野浩二,山中和子,
15,4,7,ノンリミット,牝3,54,勝浦正樹,1:14.6,1.1/2,**,8-9,40.2,152.8,12,468(+4),,,,[東]高橋義博,高橋信博,
16,8,15,ゲームアルアル,牡3,56,田中勝春,1:16.6,大,**,10-14,41.9,9.4,6,476(+8),,,,[東]宗像義忠,薗部博之,
