着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,プレシャスブルー,牡6,56,石川裕紀,1:49.4,,**,7-7-7-6,34.1,17.2,6,448(+14),,,,[東]相沢郁,石瀬浩三,"1,845.9"
2,4,4,トーセンスーリヤ,牡5,55,横山和生,1:49.5,1/2,**,2-2-2-2,34.7,7.1,4,486(+6),,,,[東]小野次郎,島川隆哉,737.4
3,6,8,ハナズレジェンド,牡7,56,マーフィ,1:49.5,アタマ,**,12-11-10-11,33.7,6.8,3,462(+4),,,,[西]矢作芳人,広尾レース,463.7
4,8,12,ウインガナドル,牡6,54,津村明秀,1:49.7,1.1/4,**,1-1-1-1,35.1,14.7,5,470(0),,,,[東]上原博之,ウイン,270.0
5,5,6,チャンピオンルパン,牡9,55,和田竜二,1:49.7,クビ,**,4-4-4-4,34.7,39.4,9,514(0),,,,[東]勢司和浩,坪野谷和平,182.0
6,1,1,イェッツト,牡5,56,Ｍ．デム,1:49.7,ハナ,**,4-4-4-4,34.7,2.0,1,482(+4),,,,[東]金成貴史,近藤英子,
7,3,3,シャイントレイル,牝6,52,ミナリク,1:49.7,ハナ,**,9-9-8-8,34.2,19.8,7,452(-4),,,,[西]吉田直弘,キャロットファーム,
8,7,10,スモークフリー,牡8,53,武藤雅,1:50.1,2.1/2,**,11-11-12-11,34.2,233.0,12,542(+10),,,,[東]戸田博文,社台レースホース,
9,6,7,テーオービクトリー,牝6,52,北村宏司,1:50.1,クビ,**,10-9-10-8,34.4,24.1,8,480(0),,,,[西]岡田稲男,小笹公也,
10,7,9,ウインフェニックス,牡9,55,松岡正海,1:50.4,1.3/4,**,3-3-3-3,35.5,62.0,10,490(+2),,,,[東]奥平雅士,ウイン,
11,8,11,レッドイグニス,セ7,57,ルメール,1:50.7,1.3/4,**,7-7-8-8,35.3,4.8,2,472(0),,,,[東]鹿戸雄一,東京ホースレーシング,
12,5,5,メイショウフェイク,牡8,55,嘉藤貴行,1:51.1,2.1/2,**,6-6-6-6,36.0,202.9,11,506(-4),,,,[東]奥平雅士,内田玄祥,
