着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,7,マジェスティゲート,牡3,56,大野拓弥,1:57.5,,**,4-3-2-2,39.6,1.8,1,478(+6),,,,[東]高柳瑞樹,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,500.0
2,3,5,ポルタメント,牡3,56,田辺裕信,1:57.8,2,**,7-5-4-5,39.7,4.6,3,454(0),,,,[東]中舘英二,前田幸治,200.0
3,8,16,アラゴネス,セ3,53,野中悠太,1:58.4,3.1/2,**,15-15-7-5,40.2,32.1,5,554(-2),,,,[東]新開幸一,吉田勝己,130.0
4,7,13,レイヴンキング,牡3,54,横山武史,1:58.5,1/2,**,5-5-4-4,40.4,145.9,11,524(-2),,,,[東]尾形和幸,ノルマンディーサラブレッドレーシング,75.0
5,4,8,シュブリーム,牡3,56,嘉藤貴行,1:58.6,1/2,**,8-8-8-8,40.2,79.9,9,460(+4),,,,[東]大和田成,栗坂崇,50.0
6,8,15,ミユキダイアモンド,牝3,54,勝浦正樹,1:58.6,クビ,**,2-2-2-2,40.8,61.0,8,446(-6),,,,[東]小西一男,長井純一,
7,2,4,ニシノアメイズ,牝3,54,北村宏司,1:58.7,クビ,**,11-11-15-11,39.9,49.3,7,486(+6),,,,[東]松山将樹,西山茂行,
8,3,6,パワーリンク,牡3,56,内田博幸,1:58.7,クビ,**,13-13-11-8,40.2,100.3,10,506(0),,,,[東]宗像義忠,飯田正剛,
9,1,2,ローリエテソーロ,牡3,56,三浦皇成,1:58.7,ハナ,**,8-8-12-11,40.1,12.2,4,520(-2),,,,[東]高木登,了徳寺健二ホールディングス,
10,6,11,ミラクルスクワート,牡3,53,木幡育也,1:58.9,3/4,**,13-13-12-11,40.3,461.5,16,472(+2),,,,[東]伊藤正徳,小林博雄,
11,2,3,サリー,牝3,54,横山和生,1:59.1,1.1/2,**,16-16-16-15,39.9,409.6,14,482(-4),,,,[東]青木孝文,石川秀守,
12,5,10,ショウナンタイヨウ,牡3,56,マーフィ,2:00.2,7,**,1-1-1-1,42.5,3.7,2,500(-8),,,,[東]矢野英一,国本哲秀,
13,7,14,フルールデシャン,牝3,54,蛯名正義,2:00.2,アタマ,**,8-8-8-8,41.8,440.3,15,436(+8),,,,[東]田中清隆,飯田正剛,
14,6,12,シンソク,牡3,56,嶋田純次,2:00.4,1,**,3-3-4-7,42.4,308.0,12,470(+14),,,,[東]和田正一,山口春夫,
15,5,9,ホロポノ,牡3,56,黛弘人,2:00.9,3,**,11-11-12-14,42.3,363.6,13,456(+8),,,,[東]佐藤吉勝,平本敏夫,
16,1,1,フォアシザフューチ,牡3,56,宮崎北斗,2:01.3,2.1/2,**,5-5-8-15,42.9,44.1,6,454(0),,,,[東]中川公成,西森鶴,
