着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,12,メドウラーク,牡8,60,北沢伸也,3:13.3,,,2-1-1-1,13.4,3.4,1,500(+12),,,,[西]橋田満,吉田勝己,780.0
2,7,10,キールコネクション,牡7,60,蓑島靖典,3:14.4,7,,3-3-3-2,13.5,11.0,6,478(0),,,,[東]尾関知人,水上行雄,310.0
3,6,8,ナリノレーヴドール,牡4,59,金子光希,3:15.5,7,,10-9-8-8,13.6,99.2,11,456(+26),,,,[東]上原博之,成塚清志,200.0
4,4,5,トゥルーウインド,牡7,60,五十嵐雄,3:15.9,2.1/2,,8-5-5-5,13.6,4.3,2,460(+10),,,,[東]田中剛,社台レースホース,120.0
5,7,11,キタサンサジン,牡7,60,難波剛健,3:16.2,1.3/4,,6-5-5-4,13.6,13.9,7,546(+10),,,,[西]梅田智之,大野商事,78.0
6,1,1,インペリオーソ,牝4,57,山本康志,3:16.3,1/2,,9-8-7-7,13.6,4.4,3,464(+14),,,,[東]松山将樹,吉岡泰治,
7,3,3,ブレスアロット,牡6,60,石神深一,3:16.5,1.1/4,,12-12-10-10,13.6,10.8,5,480(+14),,,,[東]高柳瑞樹,吉田照哉,
8,8,13,シゲルシマダイ,牡6,60,植野貴也,3:16.8,1.3/4,,1-2-2-2,13.7,5.4,4,536(+4),,,,[東]清水英克,森中蕃,
9,5,6,エスケークラウン,牡5,60,西谷誠,3:16.9,3/4,,11-10-12-12,13.7,52.2,8,504(-4),,,,[西]木原一良,菅藤宗一,
10,4,4,オペラサンデー,牡4,59,江田勇亮,3:17.2,1.3/4,,6-7-8-9,13.7,102.0,12,456(+8),,,,[東]谷原義明,戸部政彦,
11,5,7,ラニカイシチー,牡5,60,草野太郎,3:17.3,3/4,,3-3-3-5,13.7,53.7,9,478(+6),,,,[東]中野栄治,友駿ホースクラブ,
12,2,2,タニガワ,牡6,60,高野和馬,3:17.5,1.1/2,,12-10-10-11,13.7,93.1,10,496(+4),,,,[東]小桧山悟,江川伸夫,
中,6,9,カシノランド,牡7,60,大庭和弥,,,,3,,247.4,13,490(+26),,,,[東]天間昭一,柏木務,
