着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,モアニケアラ,牝7,52,横山典弘,1:10.9,,**,12-10,35.9,115.8,11,464(-2),,,,[西]松永幹夫,名古屋友豊,"1,857.1"
2,2,4,スビールアスール,牝5,54,戸崎圭太,1:11.0,1/2,**,4-3,36.9,7.0,2,498(+6),,,,[東]武藤善則,アスール,740.6
3,5,9,タガノヴィッター,牡6,56,Ｍ．デム,1:11.0,アタマ,**,7-7,36.5,14.5,5,520(+6),,,,[西]牧浦充徳,八木良司,465.3
4,1,1,ルッジェーロ,牡4,54,マーフィ,1:11.0,クビ,**,4-5,36.8,13.1,4,528(+4),,,,[東]鹿戸雄一,村木隆,270.0
5,4,8,ライジングリーズン,牝5,53,大野拓弥,1:11.0,アタマ,**,10-9,36.3,34.7,7,498(+8),,,,[東]奥村武,岡田牧雄,182.0
6,6,11,イーグルバローズ,牡5,56,ルメール,1:11.2,1.1/4,**,12-12,36.3,1.4,1,558(+10),,,,[東]堀宣行,猪熊広次,
7,1,2,マンカストラップ,牡5,55,江田照男,1:11.2,アタマ,**,16-14,36.0,43.0,8,500(+2),,,,[東]伊藤大士,ミルファーム,
8,7,13,ビービーサレンダー,牡6,55,田辺裕信,1:11.3,クビ,**,12-14,36.3,27.2,6,510(+8),,,,[東]久保田貴,坂東牧場,
9,8,16,スマートレイチェル,牝5,54,酒井学,1:11.3,クビ,**,1-1,37.4,9.8,3,484(-2),,,,[西]西園正都,大川徹,
10,2,3,アスタースウィング,牡5,55,三浦皇成,1:11.4,クビ,**,8-7,36.8,47.4,9,518(+2),,,,[西]中竹和也,加藤久枝,
11,7,14,プレシャスエース,牡6,54,蛯名正義,1:11.7,2,**,2-2,37.8,123.2,12,508(+6),,,,[東]栗田博憲,鈴木芳夫,
12,3,5,アレット,セ8,54,北村宏司,1:12.0,1.3/4,**,4-6,37.8,281.1,14,518(+4),,,,[西]岡田稲男,ゴドルフィン,
13,8,15,スノードリーム,牝6,51,石川裕紀,1:12.0,クビ,**,10-12,37.2,359.3,16,462(+6),,,,[西]高橋義忠,三田昌宏,
14,4,7,サニーダンサー,牡4,54,ミナリク,1:12.6,3.1/2,**,2-3,38.6,48.5,10,482(+4),,,,[東]加藤征弘,陳立文,
15,6,12,トシザキミ,牝8,51,中谷雄太,1:13.0,2.1/2,**,8-10,38.4,293.3,15,498(+4),,,,[西]鮫島一歩,上村利幸,
中,5,10,ウエスタンラムール,牡7,51,藤田菜七,,,**,12-16,,250.0,13,466(-2),,,,[東]的場均,西川賢,
