着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,10,ゴールドギア,牡4,56,三浦皇成,2:01.0,,**,11-11-11-9,34.2,4.5,2,482(+4),,,,[東]伊藤圭三,有馬博文,"1,100.0"
2,8,11,サブライムカイザー,牡7,57,大野拓弥,2:01.0,クビ,**,9-9-9-9,34.5,26.2,8,502(0),,,,[東]池上昌和,ヒダカ・ブリーダーズ・ユニオン,440.0
3,3,3,ロードプレミアム,牡6,57,岩田康誠,2:01.2,1.1/4,**,12-12-11-11,34.4,38.4,9,500(+4),,,,[東]斎藤誠,ロードホースクラブ,280.0
4,8,12,ショワドゥロワ,牡5,57,マーフィ,2:01.2,ハナ,**,2-2-2-1,35.8,5.5,4,510(+4),,,,[東]鹿戸雄一,村野康司,170.0
5,1,1,ウインイクシード,牡5,57,ミナリク,2:01.3,クビ,**,8-7-7-7,35.1,3.2,1,490(+4),,,,[東]鈴木伸尋,ウイン,110.0
6,7,9,プレイヤーサムソン,牡6,57,蛯名正義,2:01.4,3/4,**,7-7-8-7,35.1,21.7,7,478(0),,,,[東]大和田成,嶋田賢,
7,4,4,マイネルスフェーン,牡5,57,柴田大知,2:01.4,クビ,**,10-10-10-11,34.7,40.4,10,464(-2),,,,[東]武市康男,サラブレッドクラブ・ラフィアン,
8,2,2,ダイワギャバン,牡4,56,田辺裕信,2:01.5,クビ,**,6-6-6-4,35.4,5.0,3,478(+4),,,,[東]菊沢隆徳,大城敬三,
9,6,8,レイエスプランドル,牡4,56,石橋脩,2:02.0,3,**,4-3-3-3,36.5,12.0,6,512(+2),,,,[西]吉田直弘,サンデーレーシング,
10,5,5,ウインスラーヴァ,牡4,55,藤田菜七,2:02.4,2.1/2,**,2-4-4-6,36.4,79.2,11,466(+4),,,,[東]上原博之,ウイン,
11,6,7,トーセンクリーガー,牡4,56,柴田善臣,2:02.4,ハナ,**,1-1-1-2,37.1,140.9,12,484(+8),,,,[東]小野次郎,島川隆哉,
12,5,6,グランサム,牡4,56,丸山元気,2:02.4,ハナ,**,5-5-4-4,36.5,8.7,5,478(+4),,,,[東]古賀慎明,キャロットファーム,
