着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,ノーザンクリス,牡4,56,ミナリク,1:12.4,,**,8-7,37.5,37.1,10,518(+2),,,,[東]加藤征弘,Ｃ．チェン,750.0
2,4,8,アストロローグ,セ4,53,野中悠太,1:12.4,アタマ,**,2-2,38.0,5.8,2,492(-2),,,,[東]武井亮,ヒダカ・ブリーダーズ・ユニオン,300.0
3,1,1,シスル,牝4,54,三浦皇成,1:12.6,1.1/2,**,1-1,38.3,1.8,1,500(-2),,,,[東]新開幸一,中村祐子,190.0
4,7,13,ランボシ,セ5,56,武藤雅,1:12.8,3/4,**,10-9,37.7,61.6,11,490(-6),,,,[東]中川公成,古川智洋,110.0
5,6,11,プリティマックス,牝5,53,横山武史,1:12.9,1/2,**,3-3,38.4,25.2,7,450(+8),,,,[東]菊川正達,丸岡啓一,75.0
6,2,4,シルバーストーン,牡5,57,内田博幸,1:12.9,ハナ,**,3-3,38.4,5.9,3,506(+2),,,,[東]石栗龍彦,峰哲馬,
7,8,15,ケイアイテディ,牡4,56,北村宏司,1:12.9,アタマ,**,3-3,38.4,36.6,9,456(-4),,,,[東]池上昌和,亀田和弘,
8,2,3,ウエスタンボルト,セ6,57,田中勝春,1:12.9,ハナ,**,15-13,37.3,23.0,5,480(0),,,,[東]小野次郎,西川賢,
9,7,14,ドゥモワゼル,牝5,54,木幡初也,1:13.1,1,**,6-6,38.5,117.3,14,464(+12),,,,[東]粕谷昌央,小田切統二,
10,5,9,シャイニングボルト,牡5,57,丸田恭介,1:13.1,クビ,**,12-13,37.8,192.3,16,476(-2),,,,[東]勢司和浩,ラ・メール,
11,1,2,マサノシーザー,牡6,57,丹内祐次,1:13.2,1/2,**,16-16,37.2,130.4,15,490(+2),,,,[東]清水英克,猪野毛雅人,
12,3,6,マートルリース,牝4,54,石川裕紀,1:13.3,1/2,**,7-7,38.5,27.7,8,456(+12),,,,[東]相沢郁,ヒダカ・ブリーダーズ・ユニオン,
13,4,7,エンパシー,牡5,57,蛯名正義,1:13.4,3/4,**,12-9,38.1,24.2,6,486(+4),,,,[東]中川公成,岡浩二,
14,3,5,トウショウデュエル,牡7,57,マーフィ,1:13.9,3,**,12-13,38.5,12.0,4,538(+18),,,,[東]杉浦宏昭,藤田衛成,
15,6,12,ステイタス,セ4,56,柴田大知,1:14.2,1.3/4,**,11-12,39.0,85.9,13,498(+10),,,,[東]伊藤大士,ニッシンレーシング,
16,5,10,ヤエノグラフ,牝4,53,藤田菜七,1:14.2,クビ,**,8-9,39.3,69.8,12,444(+10),,,,[東]田島俊明,増田和啓,
