着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,パイロジェン,牡3,56,内田博幸,1:13.4,,**,2-2,39.5,2.1,1,458(+6),,,,[東]伊藤圭三,ゴドルフィン,500.0
2,7,13,アイアムハヤスギル,牡3,56,黛弘人,1:13.5,1/2,**,1-1,39.6,3.2,2,474(0),,,,[東]奥平雅士,堀紘一,200.0
3,3,5,フィリーズラン,牝3,53,木幡巧也,1:13.7,1.1/2,**,2-2,39.7,4.6,3,420(-10),,,,[東]牧光二,岡村善行,130.0
4,7,14,コスモアドム,牡3,56,柴田大知,1:14.4,4,**,12-12,38.8,38.7,7,490(-2),,,,[東]畠山吉宏,ビッグレッドファーム,62.5
4,8,15,ハートハーツ,牝3,51,木幡育也,1:14.4,同着,**,10-9,38.9,56.4,10,406(+6),,,,[東]田村康仁,廣崎利洋ＨＤ,62.5
6,1,1,パルセイティング,牝3,54,石川裕紀,1:14.4,ハナ,**,8-8,39.2,54.9,9,438(+4),,,,[東]加藤和宏,岡田牧雄,
7,4,8,アイアンゾーン,牝3,54,岩部純二,1:14.5,3/4,**,8-9,39.3,54.1,8,448(0),,,,[東]南田美知,池上一馬,
8,3,6,アルファフレイム,牡3,56,伊藤工真,1:14.8,1.3/4,**,13-13,39.0,194.8,15,452(-2),,,,[東]和田正一,貴悦,
9,5,9,ダズリングビーチ,牝3,54,伴啓太,1:14.9,クビ,**,14-14,38.7,145.4,12,472(+24),,,,[東]武市康男,社台レースホース,
10,4,7,グラミス,牝3,54,柴田善臣,1:15.2,2,**,6-6,40.2,235.2,16,438(+10),,,,[東]尾形和幸,佐藤壽男,
11,1,2,トレンドボブ,牝3,54,ミナリク,1:15.3,クビ,**,6-6,40.3,20.0,5,436(-2),,,,[東]高橋文雅,ローレルレーシング,
12,2,3,サウスパッキオ,牝3,53,坂井瑠星,1:15.5,1.1/4,**,5-4,40.8,38.4,6,442(-6),,,,[東]中野栄治,布武起会,
13,6,12,カガコルヴェヤ,牝3,51,山田敬士,1:15.5,クビ,**,10-9,40.1,144.4,11,446(+4),,,,[東]高市圭二,香川憲次,
14,2,4,エンプレスアロー,牝3,51,野中悠太,1:15.9,2.1/2,**,4-5,41.4,16.2,4,420(-2),,,,[東]根本康広,村山忠弘,
15,8,16,マブシスギル,牝3,54,西田雄一,1:16.5,3.1/2,**,16-16,39.3,157.9,13,442(0),,,,[東]星野忍,小田切有一,
16,6,11,ラッキーファインド,牝3,53,藤田菜七,1:17.1,3.1/2,**,14-15,40.9,186.9,14,416(-4),,,,[東]的場均,福田光博,
