着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,ビートマジック,牡3,56,大野拓弥,1:13.6,,**,1-1,38.8,5.7,3,476(+6),,,,[東]栗田徹,岡田牧雄,500.0
2,2,3,フィンガーポップ,牝3,54,戸崎圭太,1:13.8,1.1/4,**,5-5,38.5,11.6,4,470(-8),,,,[東]田島俊明,吉田照哉,200.0
3,6,12,マイネルナイペス,牡3,56,丹内祐次,1:14.0,1,**,9-8,38.4,5.1,2,448(+2),,,,[東]伊藤圭三,サラブレッドクラブ・ラフィアン,130.0
4,7,14,トモジャドット,牡3,56,石川裕紀,1:14.1,1/2,**,11-10,38.4,62.6,8,534(+18),,,,[東]小笠倫弘,吉冨朝美,75.0
5,5,9,バブリン,牝3,52,横山武史,1:14.4,2,**,15-12,38.3,220.1,15,438(+12),,,,[東]的場均,井上久光,50.0
6,6,11,ニシノリリアンヌ,牝3,53,木幡巧也,1:14.6,1.1/2,**,3-3,39.5,108.7,11,476(+16),,,,[東]牧光二,西山茂行,
7,1,2,シゲルアパライト,牡3,56,丸田恭介,1:14.8,1.1/4,**,3-4,39.7,18.0,6,470(-2),,,,[東]石毛善彦,森中蕃,
8,7,13,ゼロカラ,牝3,54,西田雄一,1:14.9,クビ,**,13-12,39.0,107.5,10,460(+2),,,,[東]藤原辰雄,谷口祐人,
9,1,1,タマブラックパール,牝3,54,津村明秀,1:14.9,クビ,**,5-6,39.6,1.7,1,502(-8),,,,[東]相沢郁,玉井鶴枝,
10,3,6,オウムアムア,牡3,56,杉原誠人,1:15.1,1,**,5-8,39.7,40.1,7,522(-6),,,,[東]石毛善彦,ミルファーム,
11,8,15,クアトロリヴォルタ,牡3,56,田辺裕信,1:15.2,3/4,**,13-15,39.4,15.8,5,472(+30),,,,[東]高橋裕,木村直樹,
12,8,16,ホープフルサイン,牡3,56,江田照男,1:15.3,1/2,**,2-2,40.4,119.8,12,500(+4),,,,[東]本間忍,アドバンス・サッポロ,
13,4,7,テイエムロケット,牡3,56,柴田善臣,1:15.6,2,**,9-12,40.1,155.1,14,476(+8),,,,[東]石栗龍彦,竹園正繼,
14,4,8,ドラマ,牡3,53,木幡育也,1:15.6,ハナ,**,11-10,39.9,236.7,16,456(-4),,,,[東]萱野浩二,馬目卓,
15,3,5,ネローネ,牡3,55,藤田菜七,1:15.8,1.1/4,**,5-6,40.4,133.4,13,436(-10),,,,[東]和田雄二,門野重雄,
16,2,4,エムアイグランツ,牡3,56,田中勝春,1:15.9,1/2,**,15-15,39.9,82.7,9,506(-4),,,,[東]谷原義明,岩崎充利,
