着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,トッカータ,牡4,55,武藤雅,1:12.0,,**,14-13,36.6,111.3,12,480(+4),,,,[東]和田雄二,門野重雄,750.0
2,2,4,ルーチェソラーレ,牝4,54,大野拓弥,1:12.0,クビ,**,4-3,38.3,13.1,3,490(+14),,,,[東]小笠倫弘,岡田牧雄,300.0
3,6,12,サンジレット,牡5,57,小島太一,1:12.1,1/2,**,6-5,38.1,14.6,4,512(+8),,,,[東]高橋文雅,加藤ステーブル,190.0
4,7,13,ナイツブリッジ,牡4,55,木幡巧也,1:12.2,3/4,**,4-5,38.4,101.3,11,508(+18),,,,[東]斎藤誠,村野康司,110.0
5,4,8,ダノンチャンス,セ5,57,マーフィ,1:12.2,アタマ,**,2-1,39.1,2.5,2,502(+4),,,,[東]田中博康,ダノックス,75.0
6,3,6,エナグリン,牡4,56,ブロンデ,1:12.2,ハナ,**,10-9,37.5,21.7,6,480(+14),,,,[東]伊藤大士,宮原廣伸,
7,2,3,シャンパンサーベル,牝7,53,横山武史,1:12.4,1.1/4,**,7-7,38.0,17.8,5,494(+18),,,,[東]佐藤吉勝,田頭勇貴,
8,6,11,エリープラネット,牝4,54,柴田大知,1:12.7,1.3/4,**,11-9,37.9,160.2,15,426(-8),,,,[東]天間昭一,谷川正純,
9,5,9,スズノフブキ,セ5,57,勝浦正樹,1:12.9,1.1/4,**,11-9,38.0,153.9,14,488(+6),,,,[東]高橋裕,小紫嘉之,
10,3,5,マローネメタリコ,牝4,54,ルメール,1:13.0,1/2,**,1-2,39.9,2.0,1,518(0),,,,[東]萩原清,柏瀬金之介,
11,8,15,タイキオデッセイ,牡4,56,武士沢友,1:13.1,3/4,**,11-13,38.2,66.5,9,496(-19),,,,[東]高橋祥泰,大樹ファーム,
12,1,1,メイプルグレイト,牡4,53,野中悠太,1:13.2,1/2,**,7-8,38.9,75.0,10,510(-6),,,,[東]高市圭二,節英司,
13,8,16,レネット,牝4,54,吉田隼人,1:13.7,3,**,15-15,37.3,41.5,7,466(+12),,,,[東]久保田貴,ロードホースクラブ,
14,4,7,レッドオリアナ,牝5,52,木幡育也,1:14.1,2.1/2,**,3-3,40.6,66.4,8,448(+2),,,,[東]手塚貴久,東京ホースレーシング,
15,7,14,ブランシュ,牝5,54,藤田菜七,1:15.3,7,**,7-9,40.9,119.8,13,474(+26),,,,[東]根本康広,Ｂａｓｉｃ,
取,1,2,ランパク,牡4,56,三浦皇成,,,**,,,---,,計不,,,,[東]高木登,一村哲也,
