着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,サンアップルトン,牡3,56,黛弘人,2:16.2,,**,4-2-5-4,35.7,25.9,6,464(-4),,,,[東]中野栄治,加藤ステーブル,500.0
2,5,9,キタノインパクト,牡3,56,Ｍ．デム,2:16.4,1.1/4,**,6-6-6-4,35.8,2.9,2,500(+10),,,,[東]藤沢和雄,ＤＭＭドリームクラブ,200.0
3,4,7,フローズンナイト,牝3,54,田辺裕信,2:16.4,クビ,**,2-2-2-2,36.1,21.0,5,494(-2),,,,[東]伊藤大士,ライオンレースホース,130.0
4,8,16,マイネルペンドラム,牡3,56,柴田大知,2:16.5,クビ,**,10-9-9-10,35.7,33.5,9,458(0),,,,[東]手塚貴久,サラブレッドクラブ・ラフィアン,75.0
5,6,11,ミコクイーン,牝3,54,ブロンデ,2:16.6,3/4,**,4-5-2-3,36.2,40.7,10,480(+2),,,,[東]武井亮,古賀慎一,50.0
6,3,6,フェリスナタール,牡3,56,丸山元気,2:16.6,クビ,**,13-12-13-11,35.6,26.0,7,516(+8),,,,[東]金成貴史,社台レースホース,
7,7,13,プチティアレ,牝3,54,柴山雄一,2:16.7,クビ,**,14-14-6-4,36.1,15.6,4,456(+4),,,,[東]斎藤誠,落合幸弘,
8,2,3,フロントランナー,牡3,53,木幡育也,2:16.7,ハナ,**,6-6-9-7,35.9,59.3,12,434(+2),,,,[東]田村康仁,山口裕介,
9,6,12,ラッキーアモン,牡3,56,北村宏司,2:16.7,ハナ,**,1-1-1-1,36.5,57.0,11,496(+8),,,,[東]谷原義明,平岡茂樹,
10,8,15,ヤギリオーディン,牡3,55,武藤雅,2:16.7,アタマ,**,8-8-6-11,36.1,138.9,15,502(+2),,,,[東]小西一男,内田ヤエ子,
11,7,14,ミライオー,牡3,56,ミナリク,2:16.8,クビ,**,11-11-9-7,36.0,15.4,3,524(-6),,,,[東]加藤征弘,林正道,
12,2,4,ハードエイム,牡3,55,藤田菜七,2:16.8,クビ,**,14-14-13-13,35.7,103.5,13,448(+10),,,,[東]小桧山悟,新井衛,
13,5,10,フォーティラブ,牡3,56,大野拓弥,2:16.9,1/2,**,16-16-9-7,36.1,30.8,8,474(+4),,,,[東]杉浦宏昭,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,
14,3,5,ポイントオブオナー,牡3,56,ルメール,2:17.2,1.3/4,**,8-9-13-13,36.1,1.9,1,456(+4),,,,[東]田中剛,吉田勝己,
15,1,1,シバハマ,牡3,56,蛯名正義,2:17.5,1.3/4,**,11-12-16-15,36.1,116.6,14,514(+16),,,,[東]和田正一,スピードファーム,
16,4,8,ストレートパンチ,牡3,56,菱田裕二,2:21.0,大,**,2-2-2-16,40.7,237.3,16,464(-2),,,,[東]堀井雅広,諸岡慶,
