着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,キクノルア,牡5,55,藤岡佑介,1:52.0,,**,1-1-1-1,37.3,5.3,3,524(+8),,,,[西]奥村豊,菊池五郎,"1,853.6"
2,4,7,ディキディキ,牡4,55,マーフィ,1:52.1,3/4,**,4-4-2-2,37.3,2.3,1,530(+2),,,,[西]松田国英,社台レースホース,602.2
2,5,9,アナザートゥルース,セ5,56,大野拓弥,1:52.1,同着,**,2-3-5-4,37.1,3.6,2,486(-6),,,,[東]高木登,ノルマンディーサラブレッドレーシング,602.2
4,3,5,ヴァローア,牝7,53,和田竜二,1:52.6,3,**,5-5-5-5,37.6,25.5,7,470(-4),,,,[西]奥村豊,ターフ・スポート,270.0
5,7,12,サクラエンパイア,牡6,55,石橋脩,1:52.6,アタマ,**,2-2-2-2,37.9,17.3,6,480(+6),,,,[東]堀宣行,さくらコマース,182.0
6,6,11,ブライトンロック,牡5,56,田辺裕信,1:52.8,1.1/4,**,13-13-8-7,37.7,11.0,4,466(+8),,,,[東]田中清隆,坂巻勝彦,
7,2,3,メイプルブラザー,牡5,57,内田博幸,1:53.0,1.1/2,**,13-13-13-12,37.6,35.2,8,498(+18),,,,[西]山内研二,節英司,
8,8,15,マルカウォーレン,牡7,55,戸崎圭太,1:53.1,クビ,**,5-5-4-5,38.2,54.0,9,528(+2),,,,[西]今野貞一,日下部猛,
9,2,2,ディアコンチェルト,牡7,54,勝浦正樹,1:53.2,1/2,**,11-11-13-8,37.8,57.9,10,462(0),,,,[東]高木登,ディアレストクラブ,
10,5,8,フィールザプリティ,牝7,52,北村宏司,1:53.2,クビ,**,7-7-8-8,38.1,71.1,11,468(0),,,,[東]岩戸孝樹,櫻井正,
11,3,4,オウケンブラック,牡8,53,三浦皇成,1:53.4,1,**,11-11-11-12,38.1,105.4,13,486(+6),,,,[東]田中剛,福井明,
12,1,1,ネイビーブルー,牡6,55,武豊,1:53.4,クビ,**,9-10-8-8,38.3,13.7,5,510(+4),,,,[東]戸田博文,青芝商事,
13,8,14,スマートボムシェル,牡7,54,蛯名正義,1:53.7,1.3/4,**,9-9-5-8,38.7,91.6,12,508(+10),,,,[西]吉田直弘,大川徹,
14,4,6,ベルウッドテラス,セ9,53,松岡正海,1:54.5,5,**,8-8-11-14,39.2,252.7,14,492(0),,,,[東]中舘英二,鈴木照雄,
15,6,10,タマモイレブン,牡7,52,武藤雅,1:54.6,3/4,**,15-15-15-15,38.8,381.7,15,538(+20),,,,[西]中竹和也,タマモ,
