着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,6,シゲルピーマン,セ4,59,石神深一,3:11.8,,,7-7-3-3,13.3,2.5,1,478(+6),,,,[東]粕谷昌央,森中蕃,780.0
2,2,2,デカルコマニー,牡4,59,五十嵐雄,3:13.8,大,,2-2-2-1,13.5,4.8,2,464(+10),,,,[東]藤原辰雄,松尾正,310.0
3,3,4,シャインブライト,牡6,60,山本康志,3:14.0,1.1/4,,4-4-4-5,13.5,15.4,6,484(+4),,,,[東]畠山吉宏,了徳寺健二ホールディングス,200.0
4,4,5,シゲルヤングコーン,牡4,59,金子光希,3:14.3,1.3/4,,11-11-7-7,13.5,119.1,13,552(+28),,,,[東]的場均,森中蕃,120.0
5,5,7,ブレイクスピアー,牡4,59,植野貴也,3:14.4,クビ,,5-5-4-4,13.5,27.2,7,488(+2),,,,[西]中村均,前田葉子,78.0
6,6,10,パブリックフレンド,牡7,60,伊藤工真,3:14.8,2.1/2,,12-11-7-7,13.5,28.7,8,496(+12),,,,[東]宗像義忠,西城公雄,
7,1,1,キングジョーカ,牡4,59,大江原圭,3:15.1,2,,3-2-1-2,13.5,7.3,4,478(+2),,,,[東]天間昭一,臼井義太郎,
8,8,13,ヒダロマン,牝6,58,森一馬,3:15.2,1/2,,7-8-7-9,13.6,6.1,3,504(+4),,,,[西]松永昌博,日下部猛,
9,3,3,マイネルラック,牡6,60,難波剛健,3:15.3,3/4,,9-9-12-11,13.6,39.1,9,494(+18),,,,[西]梅田智之,サラブレッドクラブ・ラフィアン,
10,6,9,シュンクルーズ,牡7,60,蓑島靖典,3:15.7,2.1/2,,10-10-7-10,13.6,47.8,10,466(+12),,,,[東]柄崎孝,村田滋,
11,8,14,ケイブルグラム,セ6,60,原田和真,3:16.0,1.3/4,,13-13-13-14,13.6,7.5,5,524(+4),,,,[東]国枝栄,キャロットファーム,
12,7,11,ユキノサンブライト,牝8,58,大庭和弥,3:16.0,クビ,,1-1-6-6,13.6,54.9,11,476(+16),,,,[東]石毛善彦,井上基之,
13,7,12,ジョーカーワイルド,牡4,59,小野寺祐,3:16.1,クビ,,14-13-13-12,13.6,187.0,14,526(+16),,,,[東]浅野洋一,ＴＵＲＨ,
14,5,8,ファニーヒロイン,牝6,58,草野太郎,3:23.2,大,,5-5-7-13,14.1,100.4,12,474(-6),,,,[東]戸田博文,青芝商事,
