着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,エメラルホープ,牡3,56,石川裕紀,1:54.3,,**,2-2-1-1,38.3,3.6,2,512(-8),,,,[東]相沢郁,高橋勉,510.0
2,7,14,ケイアイタカプナ,牡3,56,江田照男,1:54.6,2,**,3-3-3-2,38.3,11.5,6,460(+2),,,,[東]田村康仁,亀田和弘,200.0
3,5,9,クロフネシルエット,牡3,56,野中悠太,1:55.0,2.1/2,**,1-1-3-4,38.7,3.4,1,514(+2),,,,[東]林徹,ＩＨＲ,130.0
4,7,13,ショウナンアクア,牡3,56,吉田豊,1:55.8,5,**,13-13-11-10,38.7,8.1,5,470(+4),,,,[東]古賀史生,国本哲秀,77.0
5,6,11,ファナティックエロ,牡3,56,丸田恭介,1:55.8,クビ,**,9-9-2-2,39.8,270.9,14,500(+6),,,,[東]奥村武,ラ・メール,51.0
6,1,2,プルークファーレン,牡3,56,大野拓弥,1:56.0,1.1/2,**,11-11-14-12,38.5,30.2,9,474(-8),,,,[東]中舘英二,吉田照哉,
7,6,12,ラティノス,牡3,56,田辺裕信,1:56.1,1/2,**,4-4-5-5,39.6,15.9,7,494(0),,,,[東]小西一男,小泉修,
8,1,1,サクラトラジャー,牡3,56,石橋脩,1:56.2,1/2,**,14-14-5-5,39.8,45.8,10,452(+4),,,,[東]尾関知人,さくらコマース,
9,3,5,コスモケルビン,牡3,56,柴田大知,1:56.4,1.1/4,**,6-6-8-8,39.6,26.6,8,506(0),,,,[東]佐藤吉勝,ビッグレッドファーム,
10,8,15,アルディビート,牡3,53,小林凌大,1:56.5,3/4,**,4-4-5-5,40.0,193.7,12,474(-2),,,,[東]土田稔,坂田行夫,
11,2,4,ビートザウイングス,セ3,56,横山武史,1:56.8,1.1/2,**,9-9-13-14,39.5,6.5,3,464(-28),,,,[東]手塚貴久,社台レースホース,
12,4,7,エコロウィング,牡3,56,丹内祐次,1:57.0,1.1/4,**,6-6-8-11,40.1,253.6,13,438(-2),,,,[東]深山雅史,原村正紀,
13,8,16,ヴォーグロックユー,牡3,56,木幡巧也,1:57.3,2,**,6-6-8-8,40.5,131.0,11,476(-2),,,,[東]牧光二,志村幸彦,
14,3,6,ヴァイオレット,牝3,51,山田敬士,1:58.2,5,**,11-11-14-15,40.7,432.0,16,418(-2),,,,[東]小桧山悟,中辻明,
15,4,8,シェーンクラート,牡3,56,横山典弘,1:58.2,ハナ,**,14-15-11-12,41.1,6.9,4,502(+8),,,,[東]黒岩陽一,金山敏也,
16,2,3,ビクトリーマジック,セ3,56,内田博幸,2:02.2,大,**,16-16-16-16,42.9,275.8,15,442(+2),,,,[東]竹内正洋,田島榮二郎,
