着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,12,ナスノフォルテ,牝3,54,三浦皇成,1:56.9,,**,5-5-4-4,39.9,4.1,2,466(-6),,,,[東]武井亮,那須野牧場,510.0
2,1,1,クリノテルチャン,牝3,51,山田敬士,1:57.3,2.1/2,**,5-5-9-7,39.7,16.0,6,482(-2),,,,[東]大江原哲,栗本博晴,200.0
3,6,11,セレーネグランツ,牝3,54,田辺裕信,1:57.4,3/4,**,9-9-6-5,40.0,6.7,4,444(+12),,,,[東]加藤征弘,林正道,130.0
4,4,6,ミスヒアリング,牝3,54,丸山元気,1:57.5,クビ,**,1-1-1-1,41.0,3.1,1,506(0),,,,[東]根本康広,犬塚悠治郎,77.0
5,5,9,カフェメモワール,牝3,51,小林凌大,1:57.8,2,**,11-11-12-10,39.6,285.1,12,460(+4),,,,[東]和田雄二,西川恭子,51.0
6,4,7,ブラウンアイズ,牝3,54,宮崎北斗,1:58.2,2.1/2,**,5-5-6-8,40.8,18.9,7,512(0),,,,[東]萱野浩二,山上和良,
7,2,3,ノーブルローズ,牝3,54,横山和生,1:58.4,1,**,3-3-6-8,41.1,41.4,8,444(-2),,,,[東]高柳瑞樹,吉木伸彦,
8,2,2,アオイスター,牝3,51,秋山稔樹,1:58.7,2,**,14-14-14-14,39.3,128.7,10,452(+2),,,,[東]和田雄二,鈴木照雄,
9,3,5,レッドジョコンダ,牝3,52,木幡育也,1:58.8,クビ,**,13-13-12-12,40.7,7.1,5,554(+16),,,,[東]藤沢和雄,東京ホースレーシング,
10,7,13,ミルキーハート,牝3,54,木幡巧也,1:59.1,2,**,3-3-2-2,42.5,4.3,3,462(+10),,,,[東]牧光二,伊東純一,
11,5,8,ムーランアジュール,牝3,53,菊沢一樹,1:59.2,1/2,**,2-2-4-5,42.2,465.2,15,444(+2),,,,[東]小桧山悟,村上卓史,
12,8,14,モンパスタン,牝3,54,野中悠太,1:59.3,3/4,**,9-9-10-12,41.5,83.6,9,430(-6),,,,[東]大和田成,諸江幸祐,
13,3,4,キタノロマンス,牝3,54,丸田恭介,1:59.3,アタマ,**,8-8-11-10,41.4,328.8,13,448(+6),,,,[東]高橋義博,北所直人,
14,6,10,ブランブランブラン,牝3,51,原優介,1:59.4,アタマ,**,11-12-2-2,42.8,265.0,11,476(+2),,,,[東]奥村武,飯田正剛,
15,8,15,カゼニノッテ,牝3,54,大庭和弥,2:01.9,大,**,15-15-15-15,42.0,440.5,14,444(-4),,,,[東]松永康利,田頭勇貴,
