着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,ダウラギリ,牡3,56,石橋脩,1:12.1,,**,1-1,37.0,2.2,1,506(-4),,,,[東]和田正一,スピードファーム,510.0
2,4,8,スリーハーバー,牡3,56,勝浦正樹,1:13.0,5,**,2-2,37.8,4.0,2,486(-4),,,,[東]柄崎孝,永井商事,200.0
3,7,13,ハッピーミニスター,牡3,56,大野拓弥,1:13.6,3.1/2,**,6-5,37.7,4.6,3,462(-2),,,,[東]池上昌和,堀祥子,130.0
4,2,4,プーラン,牝3,52,藤田菜七,1:13.8,1.1/2,**,10-8,37.5,101.6,9,476(+1),,,,[東]清水英克,梶原哲朗,77.0
5,3,5,デルマラピスラズリ,牡3,56,柴田善臣,1:13.8,ハナ,**,13-13,36.7,8.0,4,512(+4),,,,[東]小野次郎,浅沼廣幸,51.0
6,4,7,レインボービーム,牡3,56,中谷雄太,1:13.9,クビ,**,4-3,38.2,30.6,7,468(0),,,,[東]加藤和宏,北原光一郎,
7,3,6,ツウカイエオス,牝3,54,石川裕紀,1:14.1,1.1/4,**,6-5,38.1,118.8,10,428(-10),,,,[東]小笠倫弘,木村直樹,
8,1,1,ユタカサン,牡3,53,原優介,1:14.3,1.1/4,**,11-12,37.4,12.6,5,478(-8),,,,[東]竹内正洋,井山登,
9,5,10,ニジュッケンドーロ,牡3,56,Ｍ．デム,1:14.6,2,**,2-3,39.3,38.9,8,412(-10),,,,[東]木村哲也,保坂和孝,
10,1,2,トウカイマナ,牝3,54,野中悠太,1:14.7,1/2,**,11-10,37.8,28.2,6,452(-2),,,,[東]菊川正達,内村正則,
11,7,14,カシノピアレス,牝3,51,秋山稔樹,1:14.7,ハナ,**,4-7,38.9,164.8,11,468(-9),,,,[東]和田雄二,柏木務,
12,6,11,ナイトクリーガー,牡3,56,的場勇人,1:14.9,1,**,8-9,38.7,276.1,15,494(-2),,,,[東]的場均,藤田孟司,
13,8,15,マイラニ,牝3,54,柴田大知,1:15.8,5,**,13-14,38.6,165.7,12,396(-6),,,,[東]粕谷昌央,錦岡牧場,
14,5,9,トーアクルス,牡3,56,武士沢友,1:16.3,3,**,16-15,38.9,313.5,16,514(+10),,,,[東]星野忍,高山ランド,
15,2,3,キューティーカノン,牝3,52,木幡育也,1:16.4,クビ,**,15-15,39.1,224.1,14,426(-6),,,,[東]星野忍,中地賢次郎,
16,8,16,デルマヒスイ,牝3,53,菊沢一樹,1:17.6,7,**,8-10,41.4,222.8,13,424(-8),,,,[東]堀井雅広,浅沼廣幸,
