着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,ダイシンウィット,牡3,56,ヒューイ,1:12.0,,**,2-2,37.5,1.2,1,492(0),,,,[東]小笠倫弘,大八木信行,510.0
2,6,11,ショウナンサモン,牡3,55,川又賢治,1:12.8,5,**,1-1,38.4,28.3,6,496(+8),,,,[東]大竹正博,国本哲秀,200.0
3,4,7,グラスディアブロ,牡3,56,嶋田純次,1:13.2,2.1/2,**,7-6,37.7,18.6,4,464(+11),,,,[東]手塚貴久,半沢,130.0
4,3,5,アシャカトライミー,牡3,56,北村友一,1:13.4,1.1/2,**,3-3,38.6,19.6,5,486(+2),,,,[東]加藤和宏,吉冨学,77.0
5,2,3,ナックダイヤ,牝3,54,大野拓弥,1:13.9,3,**,5-5,38.6,6.2,2,494(-2),,,,[東]杉浦宏昭,小松欣也,51.0
6,8,15,カスミ,牝3,54,国分優作,1:14.0,3/4,**,9-9,38.1,54.8,8,458(-2),,,,[東]松山将樹,ノルマンディーサラブレッドレーシング,
7,6,12,ゴラッソゴール,牡3,56,吉田豊,1:14.5,3,**,10-11,38.4,16.0,3,470(+6),,,,[東]武市康男,東海林貴大,
8,5,9,ミキノルミナス,牡3,56,岩部純二,1:14.8,1.1/2,**,10-9,38.7,156.7,13,490(+2),,,,[東]南田美知,谷口久和,
9,4,8,クレヴァージャッジ,牡3,56,木幡巧也,1:14.8,ハナ,**,7-8,39.3,190.3,14,484(+14),,,,[東]新開幸一,西田順彦,
10,1,1,ハバチューバー,牡3,56,内田博幸,1:15.1,2,**,12-12,38.5,89.9,9,492(+2),,,,[東]浅野洋一,細川大輔,
11,7,14,アグネスクレバー,牝3,52,木幡育也,1:15.2,クビ,**,14-14,37.6,47.6,7,392(+2),,,,[東]深山雅史,前田清二,
12,3,6,マリノコジーン,牝3,54,江田照男,1:15.2,クビ,**,3-4,40.4,105.9,10,432(-6),,,,[東]水野貴広,クラウン,
13,1,2,パワポケーションズ,牡3,56,田中勝春,1:15.3,1/2,**,13-12,38.6,369.7,16,418(-12),,,,[東]鹿戸雄一,柳原達也,
14,2,4,メイショウカチゴマ,牡3,56,津村明秀,1:15.8,3,**,5-6,40.5,145.3,11,470(-2),,,,[東]高柳瑞樹,松本好雄,
15,5,10,アジャスティッド,牡3,56,的場勇人,1:16.7,5,**,14-15,39.2,155.9,12,496(0),,,,[東]的場均,杉浦和也,
16,8,16,ニシノシロイビジョ,牝3,54,野中悠太,1:18.5,大,**,16-16,38.2,303.6,15,486(-8),,,,[東]加藤和宏,西山茂行,
