着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,ビップウインク,牝3,54,岩田康誠,1:09.0,,**,9-9,34.6,3.5,2,488(-2),,,,[西]清水久詞,鈴木邦英,730.0
2,6,11,トロワマルス,牝3,54,木幡初也,1:09.6,3.1/2,**,6-6,35.5,97.1,14,462(0),,,,[東]杉浦宏昭,山岸桂市,290.0
3,1,1,マイネルテナシャス,牡3,56,丹内祐次,1:09.6,クビ,**,12-9,35.0,3.0,1,466(0),,,,[東]萱野浩二,サラブレッドクラブ・ラフィアン,180.0
4,8,15,グッドマックス,牝3,54,丸山元気,1:09.7,1/2,**,14-12,34.7,10.6,5,454(+6),,,,[東]堀井雅広,長谷川光司,110.0
5,6,12,ドラゴンズバック,牡3,56,勝浦正樹,1:09.7,クビ,**,10-11,35.2,20.7,7,444(-2),,,,[東]伊藤伸一,田頭勇貴,73.0
6,5,9,ハニーリン,牝3,52,木幡育也,1:09.8,クビ,**,5-4,35.8,46.1,11,462(-4),,,,[東]堀井雅広,西森功,
7,7,13,シュルルヴァン,牝3,54,大野拓弥,1:09.8,クビ,**,12-14,35.1,6.3,3,456(+4),,,,[東]高木登,街風隆雄,
8,7,14,テリオスヒメ,牝3,54,吉田豊,1:09.9,クビ,**,1-1,36.3,24.9,8,440(+4),,,,[東]田島俊明,鈴木美江子,
9,4,7,ブライティアランド,牝3,51,原優介,1:09.9,クビ,**,2-2,36.1,28.5,9,460(-6),,,,[東]武井亮,小林昌志,
10,2,4,コパノビアンカ,牝3,54,武藤雅,1:10.1,1,**,2-3,36.2,76.7,13,432(+2),,,,[東]林徹,小林祥晃,
11,3,6,ノヘア,牝3,54,木幡巧也,1:10.1,クビ,**,2-4,36.2,42.1,10,424(-6),,,,[東]伊藤大士,ニッシンホールディングス,
12,4,8,スウィートメリナ,牝3,54,田辺裕信,1:10.1,ハナ,**,6-6,35.9,12.2,6,426(+2),,,,[東]菊川正達,岡田牧雄,
13,3,5,フィドル,牝3,51,小林凌大,1:10.5,2.1/2,**,6-6,36.3,76.5,12,416(0),,,,[東]大江原哲,山本武司,
14,5,10,チェアリングソング,牡3,54,藤田菜七,1:10.7,1.1/4,**,10-12,36.2,9.6,4,464(+8),,,,[東]青木孝文,ノルマンディーサラブレッドレーシング,
15,2,3,ユウヒノプリンス,牡3,56,岩部純二,1:11.4,4,**,15-15,36.0,356.6,16,474(-2),,,,[東]加藤和宏,坂田行夫,
16,1,2,ヴォレクィーン,牝3,51,小林脩斗,1:11.7,1.1/2,**,15-16,36.3,355.3,15,446(-2),,,,[東]南田美知,坂田行夫,
