着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,3,アポロヴィクトリア,牝3,54,木幡巧也,1:36.2,,**,2-2-2,35.3,8.8,3,422(-2),,,,[東]岩戸孝樹,アポロサラブレッドクラブ,510.0
2,1,1,ヒガシヴァルキリー,牝3,52,木幡育也,1:36.3,3/4,**,1-1-1,35.6,67.1,11,418(+8),,,,[東]林徹,ヤナガワ牧場,200.0
3,8,15,リーガルバトル,牡3,54,ヒューイ,1:36.5,1,**,7-10-9,34.9,2.6,1,510(+6),,,,[東]高橋文雅,吉田和美,130.0
4,8,16,フォワードアゲン,セ3,56,柴田善臣,1:36.7,1.1/4,**,11-6-7,35.2,36.1,10,420(+2),,,,[東]中野栄治,浅川皓司,77.0
5,4,8,プラットフォーマー,牝3,54,三浦皇成,1:36.7,ハナ,**,2-3-2,35.6,3.2,2,450(+6),,,,[東]矢野英一,青山洋一,51.0
6,1,2,トーヨースターオー,牡3,56,内田博幸,1:36.7,ハナ,**,5-3-5,35.6,30.8,8,540(+16),,,,[東]土田稔,中嶋宏,
7,3,5,ココニアル,牝3,54,大野拓弥,1:36.7,ハナ,**,8-10-12,35.1,77.7,12,442(-2),,,,[東]和田勇介,村田能光,
8,7,13,カウイダンス,牝3,54,津村明秀,1:36.9,1.1/4,**,8-12-9,35.2,14.6,6,450(-4),,,,[東]相沢郁,細谷典幸,
9,4,7,グローバリズム,牝3,54,北村宏司,1:36.9,ハナ,**,5-6-5,35.5,14.2,5,464(-2),,,,[東]木村哲也,ゴドルフィン,
10,2,4,サンデープリンセス,牝3,54,江田照男,1:36.9,クビ,**,8-6-7,35.5,32.9,9,480(0),,,,[東]加藤士津,藤田好紀,
11,6,11,ネオストーリー,牡3,56,丸山元気,1:37.0,1/2,**,11-13-13,35.1,10.3,4,458(+6),,,,[東]林徹,藤澤眞佐子,
12,5,9,クリムゾンオーラ,牝3,54,宮崎北斗,1:37.3,2,**,4-5-4,36.0,416.2,16,446(0),,,,[東]清水英克,田頭勇貴,
13,5,10,ディレクトゥス,牡3,56,的場勇人,1:37.4,1/2,**,11-13-14,35.5,351.4,15,448(0),,,,[東]伊藤大士,小林秀樹,
14,3,6,ゴールドハーレー,牡3,56,吉田豊,1:37.6,1.1/4,**,11-6-9,36.2,14.7,7,486(-2),,,,[東]尾形和幸,米津佳昭,
15,7,14,アテザムール,牝3,54,横山和生,1:38.1,3,**,11-13-16,36.2,90.8,13,462(-10),,,,[東]大竹正博,寺田心平,
16,6,12,レッドカルマン,牡3,55,斎藤新,1:38.3,1.1/4,**,16-13-14,36.4,157.5,14,534(0),,,,[東]手塚貴久,東京ホースレーシング,
