着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,5,サンビュート,セ3,56,ルメール,1:54.1,,**,2-2-2-2,37.8,2.1,1,484(0),,,,[東]中舘英二,加藤ステーブル,510.0
2,1,1,マラジェッツ,牡3,56,Ｍ．デム,1:54.3,1.1/4,**,1-1-1-1,38.3,7.4,3,462(+8),,,,[東]上原博之,伊達敏明,200.0
3,5,6,マイネルカガヤキ,牡3,56,津村明秀,1:54.5,1.1/4,**,3-3-3-3,38.0,19.8,5,476(+2),,,,[東]青木孝文,サラブレッドクラブ・ラフィアン,130.0
4,7,9,ジンフラッシュ,牡3,56,武士沢友,1:54.5,アタマ,**,6-6-5-5,37.8,64.8,7,486(+2),,,,[東]小野次郎,長谷川清英,77.0
5,7,10,ジチュダケテソーロ,牡3,56,レーン,1:54.5,クビ,**,3-3-3-3,38.0,2.3,2,502(+6),,,,[東]加藤士津,了徳寺健二ホールディングス,51.0
6,6,8,シュプレムラン,牡3,56,ヒューイ,1:55.1,3.1/2,**,5-5-5-6,38.4,11.9,4,488(0),,,,[東]田中博康,島川隆哉,
7,6,7,セイカアーナンダイ,牡3,56,石川裕紀,1:55.7,3.1/2,**,9-10-7-7,38.8,137.8,9,464(-2),,,,[東]相沢郁,久米大,
8,4,4,ユニバーサルタイム,牡3,56,江田照男,1:56.1,2.1/2,**,11-11-11-11,38.8,189.0,11,494(-8),,,,[東]中川公成,山上和良,
9,3,3,ムーランアジュール,牝3,52,木幡育也,1:56.5,2.1/2,**,8-8-9-7,39.4,171.8,10,438(-6),,,,[東]小桧山悟,村上卓史,
10,2,2,ロワルゼル,牡3,56,池添謙一,1:56.6,クビ,**,9-8-9-9,39.4,21.7,6,502(+16),,,,[東]新開幸一,会田浩史,
11,8,11,トマトトウマ,牝3,54,木幡巧也,1:57.9,8,**,6-7-7-9,40.9,106.0,8,394(+2),,,,[東]牧光二,松屋隆士,
12,8,12,クールサンタ,セ3,56,横山和生,1:58.1,1.1/4,**,12-12-12-12,40.2,205.0,12,440(0),,,,[東]大和田成,村島昭男,
