着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,10,ウインカーネリアン,牡3,56,三浦皇成,1:50.0,,**,2-3-3-3,34.8,4.5,2,486(+6),,,,[東]鹿戸雄一,ウイン,730.0
2,6,6,サクラトゥジュール,牡3,56,石橋脩,1:50.4,2.1/2,**,4-4-3-4,35.1,1.6,1,498(+12),,,,[東]堀宣行,さくらコマース,290.0
3,2,2,ウインアステロイド,牡3,56,横山武史,1:50.4,ハナ,**,2-2-2-2,35.5,23.7,7,452(-10),,,,[東]和田正一,ウイン,180.0
4,3,3,カインドリー,牝3,52,藤田菜七,1:50.5,1/2,**,1-1-1-1,35.6,16.9,5,438(-2),,,,[東]田村康仁,ヒダカ・ブリーダーズ・ユニオン,110.0
5,7,8,リヴァージュ,牝3,54,大野拓弥,1:50.6,3/4,**,4-5-5-6,35.1,6.4,3,478(-4),,,,[東]田村康仁,島川隆哉,73.0
6,1,1,コスモインペリウム,牡3,56,津村明秀,1:50.6,クビ,**,8-8-7-6,34.9,31.0,8,508(0),,,,[東]和田雄二,岡田繁幸,
7,7,7,コスモブルーノーズ,牡3,56,丹内祐次,1:50.7,クビ,**,6-7-5-4,35.2,12.5,4,406(-2),,,,[東]黒岩陽一,ビッグレッドファーム,
8,5,5,スピリトゥス,牝3,54,松田大作,1:50.8,1/2,**,9-9-9-8,34.9,18.8,6,400(-6),,,,[西]池江泰寿,桑田牧場,
9,4,4,ナックペガサス,牡3,56,木幡初也,1:51.2,2.1/2,**,6-5-7-8,35.5,255.7,10,442(-8),,,,[東]杉浦宏昭,小松欣也,
10,8,9,シークレットローザ,牝3,52,木幡育也,1:51.7,3,**,9-10-10-10,35.4,118.6,9,452(0),,,,[東]田村康仁,二木英実,
