着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,ショウナンバービー,牝3,54,三浦皇成,1:12.3,,**,2-2,37.7,1.6,1,496(+6),,,,[東]田中剛,湘南,510.0
2,7,14,デルマクリスタル,牝3,54,畑端省吾,1:12.3,アタマ,**,6-6,37.3,8.0,3,462(+4),,,,[東]堀井雅広,浅沼廣幸,200.0
3,6,12,グルアーブ,牝3,54,ルメール,1:12.8,3,**,4-3,37.9,2.8,2,430(+4),,,,[東]林徹,ノルマンディーサラブレッドレーシング,130.0
4,8,16,ハーモニクス,牝3,54,津村明秀,1:12.8,アタマ,**,2-3,38.1,20.5,4,476(+4),,,,[東]武市康男,シルクレーシング,77.0
5,1,1,スローフード,牝3,54,田中勝春,1:12.9,1/2,**,7-7,37.7,29.5,5,436(-6),,,,[東]田島俊明,村野康司,51.0
6,2,3,ハルノマリーナ,牝3,51,山田敬士,1:13.2,2,**,1-1,38.7,30.3,6,466(+6),,,,[東]小桧山悟,丸山竜一,
7,8,15,ネネサマ,牝3,54,横山和生,1:13.5,1.1/2,**,14-14,37.3,100.4,8,452(-8),,,,[東]勢司和浩,村田哲朗,
8,1,2,ジョイ,牝3,54,木幡巧也,1:13.8,1.3/4,**,8-8,38.5,351.5,13,444(+2),,,,[東]古賀史生,西村專次,
9,6,11,エンリグロリア,牝3,52,木幡育也,1:13.9,1/2,**,12-10,37.9,216.2,11,492(0),,,,[東]加藤和宏,谷口悦一,
10,2,4,クリスタルムーヴ,牝3,54,北村宏司,1:14.0,クビ,**,4-3,39.2,37.6,7,442(+8),,,,[東]佐藤吉勝,伊東純一,
11,4,8,スノーレイズ,牝3,54,江田照男,1:14.2,1.1/2,**,15-15,37.8,263.3,12,438(-2),,,,[東]菊川正達,ヒダカ・ブリーダーズ・ユニオン,
12,4,7,セレナアンバー,牝3,54,国分優作,1:14.3,1/2,**,8-8,38.9,359.1,14,466(+8),,,,[東]林徹,島川利子,
13,5,10,ノボパニコ,牝3,54,内田博幸,1:14.5,1.1/4,**,12-12,38.5,101.0,9,466(+2),,,,[東]天間昭一,ＬＳ．Ｍ,
14,5,9,ダイナナフェアリー,牝3,54,丸山元気,1:14.6,クビ,**,10-12,38.8,156.9,10,468(+8),,,,[東]根本康広,村山忠弘,
15,3,6,ヤマニンファボリ,牝3,54,的場勇人,1:15.4,5,**,10-10,39.6,422.2,15,394(+16),,,,[東]田島俊明,土井肇,
取,7,13,ザハロワ,牝3,54,嶋田純次,,,**,,,---,,計不,,,,[東]天間昭一,ホースアディクト,
