着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,ロードシュタルク,牡4,57,田辺裕信,1:12.1,,**,4-3,36.7,35.9,9,448(0),,,,[東]高柳瑞樹,ロードホースクラブ,760.0
2,5,9,フィリーズラン,牝4,55,津村明秀,1:12.1,ハナ,**,2-2,36.9,22.0,8,432(-4),,,,[東]牧光二,岡村善行,300.0
3,3,5,イワネコゴシキ,牡4,57,ルメール,1:12.1,クビ,**,11-10,35.9,2.3,1,512(+4),,,,[東]小笠倫弘,丸山担,190.0
4,6,10,マイネルナイペス,牡4,57,ヒューイ,1:12.2,1/2,**,7-6,36.6,10.5,4,464(-2),,,,[東]伊藤圭三,サラブレッドクラブ・ラフィアン,110.0
5,7,13,ダディフィンガー,牡4,55,木幡育也,1:12.5,1.1/2,**,3-3,37.2,12.8,6,504(+6),,,,[東]水野貴広,野村茂雄,76.0
6,2,2,クリノマンジェリカ,牝4,55,江田照男,1:12.6,1/2,**,1-1,37.6,87.1,12,462(0),,,,[東]大江原哲,栗本博晴,
7,7,12,ビップソルダー,牡6,57,野中悠太,1:12.6,クビ,**,4-6,37.2,37.6,11,498(-2),,,,[東]宮田敬介,鈴木邦英,
8,5,8,ヤンチャプリヒメ,牝4,55,内田博幸,1:12.7,クビ,**,8-8,36.8,15.1,7,442(+2),,,,[東]浅野洋一,田頭勇貴,
9,6,11,オールミラージュ,牡4,57,大野拓弥,1:12.8,3/4,**,12-12,36.5,106.4,13,442(-4),,,,[東]深山雅史,田頭勇貴,
10,8,14,シュバルツリッター,セ5,57,北村宏司,1:12.8,アタマ,**,4-5,37.4,11.1,5,464(-6),,,,[東]伊藤大士,ライオンレースホース,
11,3,4,ベンガラグンジョウ,牡4,57,三浦皇成,1:12.9,クビ,**,14-12,36.4,8.3,3,514(-2),,,,[東]伊藤大士,諸江幸祐,
12,2,3,デルマアンバリッド,牝4,55,木幡巧也,1:12.9,クビ,**,8-8,37.0,178.1,15,474(-2),,,,[東]堀井雅広,浅沼廣幸,
13,8,15,グットクルサマー,セ5,54,山田敬士,1:13.0,1/2,**,8-10,37.0,36.1,10,472(-3),,,,[東]小桧山悟,ニューマレコード,
14,4,6,サンハンツビル,牝4,55,横山和生,1:13.3,1.3/4,**,15-15,36.6,136.6,14,452(0),,,,[東]加藤和宏,加藤ステーブル,
15,4,7,サリーバランセ,牝4,55,横山武史,1:13.6,1.3/4,**,12-12,37.3,4.7,2,468(-2),,,,[東]鈴木伸尋,黒須不二男,
