着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,11,ジョイウイン,牡3,56,木幡巧也,1:12.0,,**,2-2,37.9,2.8,1,490(-2),,,,[東]牧光二,石瀬浩三,510.0
2,7,13,インプルソ,牡3,56,津村明秀,1:12.8,5,**,5-3,38.1,7.1,4,480(+4),,,,[東]松山将樹,コスモヴューファーム,200.0
3,3,5,マイネルピカソ,牡3,56,宮崎北斗,1:12.9,3/4,**,7-6,38.0,81.0,11,462(+5),,,,[東]中野栄治,サラブレッドクラブ・ラフィアン,130.0
4,2,3,ニーケススマイル,牡3,56,ヒューイ,1:13.1,1.1/4,**,4-5,38.5,3.5,2,458(0),,,,[東]蛯名利弘,高橋ファーム,77.0
5,4,7,トーセンマイベスト,牡3,56,野中悠太,1:13.3,1.1/4,**,10-9,37.8,19.3,6,456(-24),,,,[東]上原博之,島川隆哉,51.0
6,2,4,ゼンダンロマン,牡3,56,横山和生,1:13.3,ハナ,**,10-10,37.7,18.4,5,456(+2),,,,[東]藤原辰雄,渡邊善男,
7,5,9,ブロウンアウェイ,牝3,54,三浦皇成,1:13.8,3,**,5-6,39.1,36.8,8,426(0),,,,[東]田島俊明,岡田牧雄,
8,5,10,キイエクスプロード,牝3,54,原田和真,1:13.8,ハナ,**,14-14,36.9,534.9,15,422(-12),,,,[東]小桧山悟,安田嘉太郎,
9,1,1,リネンミッション,牝3,54,丸田恭介,1:13.9,1/2,**,8-8,38.6,54.6,9,410(-2),,,,[東]南田美知,戸山光男,
10,6,12,シゲルエリス,牡3,56,田中勝春,1:13.9,アタマ,**,12-12,38.2,97.8,12,480(-2),,,,[東]的場均,森中蕃,
11,8,16,ティンパニ,牡3,56,江田照男,1:13.9,アタマ,**,3-3,39.6,22.2,7,494(-4),,,,[東]粕谷昌央,池田草龍,
12,8,15,サノノヴィグラス,牡3,54,木幡育也,1:13.9,ハナ,**,14-15,37.0,75.9,10,490(+4),,,,[東]尾形和幸,佐野信幸,
13,3,6,スタニングビスタ,牝3,54,鮫島克駿,1:14.2,1.1/2,**,13-13,38.0,457.6,14,450(+2),,,,[東]武藤善則,岡田牧雄,
14,1,2,ナイトコマンダー,牡3,55,斎藤新,1:14.6,2.1/2,**,1-1,40.6,4.3,3,470(0),,,,[東]大江原哲,田頭勇貴,
15,4,8,キョウエイブリッツ,牝3,54,菅原隆一,1:14.6,アタマ,**,8-10,39.3,573.7,16,404(-2),,,,[東]武市康男,田中晴夫,
16,7,14,ザサンアップライト,牡3,56,柴田善臣,1:16.6,大,**,16-16,39.3,157.7,13,440(+4),,,,[東]天間昭一,ノルマンディーサラブレッドレーシング,
