着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,8,イザラ,牝3,54,ルメール,1:41.1,,**,2-2-1,38.4,1.8,1,448(0),,,,[東]加藤征弘,栗坂崇,510.0
2,3,4,エコロキングダム,牡3,56,柴田善臣,1:41.1,クビ,**,2-3-4,38.1,33.7,7,466(-10),,,,[東]岩戸孝樹,原村正紀,200.0
3,3,5,トキメキ,牝3,54,田辺裕信,1:41.4,1.1/2,**,2-5-4,38.2,9.5,4,478(0),,,,[東]斎藤誠,ミルファーム,130.0
4,7,13,アルピニズム,牡3,56,Ｍ．デム,1:41.7,2,**,5-3-3,38.7,4.9,2,492(+4),,,,[東]金成貴史,吉田照哉,77.0
5,4,7,ロジマジェスティ,牝3,54,岩田康誠,1:42.3,3.1/2,**,14-13-11,37.9,34.4,8,428(+6),,,,[東]萩原清,久米田正明,51.0
6,4,6,メイショウカイコウ,牡3,56,池添謙一,1:42.5,1.1/2,**,10-7-6,38.9,23.4,5,430(+2),,,,[東]和田勇介,松本好雄,
7,6,10,シュバリエサージュ,牡3,56,横山和生,1:42.6,1/2,**,15-15-13,37.5,81.8,12,478(+4),,,,[東]小野次郎,酒井喜生,
8,6,11,ケイティディライト,牝3,54,中井裕二,1:42.7,1/2,**,1-1-2,40.1,69.7,9,452(-2),,,,[東]小野次郎,瀧本和義,
9,8,14,ベンガン,牡3,56,レーン,1:43.6,5,**,12-11-8,39.7,4.9,3,456(0),,,,[東]堀宣行,小林薫,
10,7,12,メガフロート,牡3,56,津村明秀,1:43.6,クビ,**,7-9-9,39.9,33.6,6,456(+4),,,,[東]田中剛,シルクレーシング,
11,8,15,ライトニングレイ,牝3,54,木幡巧也,1:43.7,クビ,**,6-6-7,40.3,74.0,10,450(0),,,,[東]牧光二,ローレルレーシング,
12,5,9,シラカワカツコ,牝3,54,江田照男,1:43.9,1.1/2,**,13-14-14,39.3,239.8,13,396(-2),,,,[東]伊藤伸一,大久保與志雄,
13,1,1,ナンバーフォー,牝3,54,武士沢友,1:44.1,1,**,10-11-11,40.2,330.5,14,462(+4),,,,[東]蛯名利弘,稲垣隆治,
14,2,3,ユラヒメ,牝3,54,野中悠太,1:44.9,5,**,7-7-9,41.4,481.6,15,430(-8),,,,[東]新開幸一,会田浩史,
15,2,2,キングフェーヴル,牝3,52,木幡育也,1:47.1,大,**,7-9-15,43.4,78.7,11,438(+2),,,,[東]青木孝文,廣崎利洋ＨＤ,
