着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,11,トロワマルス,牝3,54,Ｍ．デム,1:12.0,,**,1-1,36.6,5.9,3,468(+6),,,,[東]杉浦宏昭,山岸桂市,730.0
2,4,6,グッドマックス,牝3,54,武豊,1:12.8,5,**,3-2,37.0,11.0,4,456(+2),,,,[東]堀井雅広,長谷川光司,290.0
3,3,4,ブライティアランド,牝3,54,横山典弘,1:12.9,3/4,**,8-6,36.5,16.8,6,462(+2),,,,[東]武井亮,小林昌志,180.0
4,5,9,シュルルヴァン,牝3,54,松山弘平,1:13.1,1.1/4,**,6-6,37.0,15.9,5,458(+2),,,,[東]高木登,街風隆雄,110.0
5,7,13,マイネルテナシャス,牡3,56,レーン,1:13.1,アタマ,**,11-9,36.5,2.1,1,466(0),,,,[東]萱野浩二,サラブレッドクラブ・ラフィアン,73.0
6,4,7,インウィクトス,牡3,56,田辺裕信,1:13.1,ハナ,**,6-4,36.9,5.1,2,458(+4),,,,[東]小桧山悟,加藤厚子,
7,3,5,コパノライダー,牡3,56,武藤雅,1:13.3,3/4,**,4-4,37.3,53.9,12,454(-2),,,,[東]斎藤誠,小林照弘,
8,1,1,スウィートメリナ,牝3,54,野中悠太,1:13.8,3,**,13-11,36.8,113.1,14,424(-2),,,,[東]菊川正達,岡田牧雄,
9,5,8,ハニーリン,牝3,54,内田博幸,1:14.8,6,**,4-6,38.8,22.5,8,466(+4),,,,[東]堀井雅広,西森功,
10,8,15,ドラゴンズバック,牡3,54,木幡育也,1:14.8,ハナ,**,2-2,39.1,17.1,7,444(0),,,,[東]伊藤伸一,田頭勇貴,
11,8,14,ヤマニンプレシオサ,牝3,54,岩田康誠,1:15.0,1,**,8-10,38.6,33.1,10,468(+6),,,,[東]星野忍,土井肇,
12,2,2,キラービー,牡3,56,武士沢友,1:15.0,クビ,**,14-14,37.8,111.8,13,442(+2),,,,[東]青木孝文,中丸裕嗣,
13,6,10,カップッチョ,牡3,56,横山和生,1:16.2,7,**,11-11,39.5,32.2,9,450(-8),,,,[東]大江原哲,ミルファーム,
14,7,12,グライユル,牝3,54,江田照男,1:17.9,大,**,8-11,41.5,47.7,11,442(+6),,,,[東]鹿戸雄一,ノースヒルズ,
除,2,3,プリンスチャーム,牡3,56,ヒューイ,,,**,,,---,,444(-2),,,,[東]栗田徹,ゴドルフィン,
