着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,15,カフェアトラス,牡3,54,北村宏司,1:53.3,,**,2-2-1-1,37.9,2.9,2,502(-10),,,,[東]古賀慎明,西川光一,750.0
2,7,13,カガスター,牡3,51,山田敬士,1:53.9,3.1/2,**,4-4-5-6,38.2,15.0,6,442(0),,,,[東]高市圭二,香川憲次,300.0
3,6,10,ランニングウインド,牡4,57,吉田隼人,1:53.9,クビ,**,9-9-8-8,37.9,14.5,5,486(+14),,,,[東]中川公成,島川隆哉,190.0
4,4,7,チェリートリトン,牡4,57,田辺裕信,1:54.2,1.3/4,**,1-1-2-2,38.8,36.2,8,498(+26),,,,[東]小西一男,櫻井悦朗,110.0
5,4,6,ビップデヴィット,牡3,54,大野拓弥,1:54.2,ハナ,**,11-11-12-11,37.4,39.5,9,468(-8),,,,[西]清水久詞,鈴木邦英,75.0
6,2,3,マイネルレンカ,牡4,57,柴田大知,1:54.3,クビ,**,4-4-5-6,38.6,6.4,3,458(+8),,,,[東]堀井雅広,サラブレッドクラブ・ラフィアン,
7,5,9,サイモンジルバ,牝3,52,丸山元気,1:54.5,1.1/2,**,3-3-2-3,39.1,9.7,4,450(+8),,,,[東]根本康広,澤田昭紀,
8,5,8,シャムロック,牡4,57,石橋脩,1:54.8,1.3/4,**,4-4-5-4,39.1,2.5,1,502(-2),,,,[東]小笠倫弘,諸江幸祐,
9,1,1,サーストンウィナー,セ4,56,木幡巧也,1:55.0,1.1/2,**,7-7-8-9,39.0,215.5,12,474(+10),,,,[東]石毛善彦,齊藤宣勝,
10,8,14,ロードソリスト,牡4,57,三浦皇成,1:55.4,2.1/2,**,7-7-2-4,39.9,29.3,7,448(+8),,,,[東]和田勇介,ロードホースクラブ,
11,3,4,ネバービーンベター,牝4,55,丸田恭介,1:55.4,クビ,**,11-11-10-10,39.0,260.9,13,454(+6),,,,[東]宗像義忠,西城公雄,
12,3,5,トミケンセーグラ,牡3,53,武藤雅,1:57.4,大,**,13-13-12-12,40.6,306.5,14,450(+8),,,,[東]水野貴広,冨樫賢二,
13,2,2,ケイツーマルク,牡4,57,嘉藤貴行,1:57.7,2,**,14-13-14-14,40.6,384.4,15,494(+2),,,,[東]柴田政人,楠本勝美,
14,7,12,ボンテン,牡3,51,木幡育也,1:58.0,1.1/2,**,9-10-11-12,41.4,87.9,11,442(+4),,,,[東]大江原哲,田頭勇貴,
中,6,11,グッドフェローズ,牡4,57,石川裕紀,,,**,,,50.3,10,502(-6),,,,[東]本間忍,石川眞実,
