着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,10,サイドチェンジ,牡4,57,石橋脩,1:54.5,,**,2-2-2-2,36.4,2.4,1,522(+4),,,,[東]池上昌和,大塚亮一,750.0
2,5,6,ジュンパッション,牡3,53,武藤雅,1:54.8,2,**,1-1-1-1,36.8,28.0,10,464(0),,,,[東]高柳瑞樹,河合純二,300.0
3,3,3,ペイシャボム,牡4,54,山田敬士,1:55.4,3.1/2,**,4-4-3-3,37.2,19.1,9,480(+10),,,,[東]本間忍,北所直人,190.0
4,7,9,ロージズキング,牡3,53,木幡巧也,1:55.4,ハナ,**,5-5-3-3,37.2,11.6,6,514(-2),,,,[東]牧光二,鈴木芳夫,110.0
5,5,5,オールウェイズゼア,牡4,55,横山武史,1:55.5,クビ,**,5-5-6-7,37.2,7.8,4,474(0),,,,[東]高市圭二,グリーンスウォード,75.0
6,1,1,マイネルストラトス,牡4,57,田中勝春,1:55.9,2.1/2,**,7-7-8-7,37.3,7.1,2,490(-10),,,,[東]土田稔,杉浦和也,
7,6,7,キョウワスピネル,牡3,54,横山和生,1:55.9,アタマ,**,2-2-3-5,37.7,95.0,11,480(0),,,,[東]小野次郎,協和牧場,
8,4,4,イクヨロブロイ,牡3,54,内田博幸,1:56.0,クビ,**,9-9-11-12,37.0,227.8,12,470(+4),,,,[東]浅野洋一,太陽光,
8,8,11,マイネルツァイト,牡4,57,柴田大知,1:56.0,同着,**,10-10-10-11,37.2,8.4,5,492(0),,,,[東]大和田成,サラブレッドクラブ・ラフィアン,
10,6,8,ハルカノテソーロ,牡4,57,三浦皇成,1:56.0,ハナ,**,12-11-6-5,37.6,7.2,3,516(+2),,,,[東]高木登,了徳寺健二ホールディングス,
11,2,2,シールート,牡3,54,北村宏司,1:56.0,ハナ,**,11-11-11-9,37.1,12.1,7,494(-6),,,,[東]古賀慎明,ゴドルフィン,
12,8,12,タイセイカレッジ,牡3,54,大野拓弥,1:56.9,5,**,7-7-8-9,38.3,18.7,8,428(+2),,,,[東]奥村武,田中成奉,
