着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,ユナカイト,牝2,54,ルメール,1:35.4,,**,6-8-8,34.1,1.5,1,476(+6),,,,[東]木村哲也,シルクレーシング,500.0
2,6,11,シセイタイガ,牡2,54,江田照男,1:35.6,1.1/4,**,5-5-4,34.6,7.7,3,432(-8),,,,[東]高橋文雅,猪苗代勇,200.0
3,8,15,フィーユブランシェ,牝2,51,木幡育也,1:35.8,1.1/4,**,1-1-1,35.4,176.8,10,418(+6),,,,[東]松山将樹,サラブレッドクラブ・ラフィアン,130.0
4,4,7,ツクバボニート,牝2,54,丸田恭介,1:36.0,1.1/2,**,2-3-3,35.3,431.9,13,428(+4),,,,[東]和田雄二,細谷武史,75.0
5,7,14,コスモアイトーン,牡2,54,柴田大知,1:36.1,1/2,**,11-11-9,34.5,37.0,7,450(-2),,,,[東]佐藤吉勝,ビッグレッドファーム,50.0
6,5,9,キンジトー,牡2,54,内田博幸,1:36.2,3/4,**,2-2-2,35.6,6.8,2,500(+12),,,,[東]黒岩陽一,山口裕介,
7,5,10,トーセンアトランタ,牡2,54,大野拓弥,1:36.3,1/2,**,2-3-4,35.5,9.1,4,460(-2),,,,[東]小野次郎,島川隆哉,
8,3,6,ウインメテオーラ,牡2,54,原田和真,1:36.5,1.1/4,**,6-5-6,35.5,82.7,8,442(0),,,,[東]金成貴史,ウイン,
9,2,3,ハードエイム,牡2,51,山田敬士,1:36.5,クビ,**,6-5-6,35.5,19.2,6,440(-2),,,,[東]小桧山悟,新井衛,
10,1,1,コスモミローディア,牡2,54,丹内祐次,1:36.7,1.1/4,**,15-16-12,34.2,134.9,9,460(+8),,,,[東]清水英克,ビッグレッドファーム,
11,1,2,シゲルネコライト,牝2,54,武士沢友,1:36.8,1/2,**,10-8-9,35.5,572.3,16,400(-2),,,,[東]石栗龍彦,森中蕃,
12,4,8,マイネルハイボーン,牡2,54,津村明秀,1:36.8,アタマ,**,14-14-15,34.7,359.9,12,442(+2),,,,[東]佐藤吉勝,サラブレッドクラブ・ラフィアン,
13,3,5,ツクバソヴァール,牡2,54,武豊,1:36.8,クビ,**,6-8-9,35.6,17.2,5,470(+10),,,,[東]杉浦宏昭,細谷武史,
14,2,4,タトゥーアリ,牡2,52,菊沢一樹,1:37.0,1,**,11-12-12,35.2,566.7,15,532(-8),,,,[東]小桧山悟,アフロｉｎＥｌＰａｓｏ,
15,8,16,テイエムアカリオー,牡2,54,横山典弘,1:37.6,3.1/2,**,11-13-12,35.7,470.5,14,490(-4),,,,[東]石栗龍彦,竹園正繼,
16,6,12,ススメヨンマル,牝2,52,藤田菜七,1:38.1,3,**,16-14-16,36.0,187.3,11,414(-6),,,,[東]中野栄治,芳賀克也,
