着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,フェリーチェ,牝3,51,菊沢一樹,1:11.6,,**,12-11,35.6,7.1,5,446(-4),,,,[東]菊沢隆徳,大樹ファーム,750.0
2,4,7,スビールアスール,牝4,55,大野拓弥,1:11.7,3/4,**,1-1,36.9,5.4,3,474(-2),,,,[東]武藤善則,アスール,300.0
3,6,12,ナリノメジャー,牝4,55,田辺裕信,1:11.7,アタマ,**,3-3,36.7,5.8,4,466(+4),,,,[東]上原博之,成塚清志,190.0
4,1,2,アポロアミ,牝3,53,津村明秀,1:11.8,3/4,**,9-7,36.0,28.5,9,432(-6),,,,[東]矢野英一,アポロサラブレッドクラブ,110.0
5,5,10,トラストロン,牝3,53,田中勝春,1:11.9,1/2,**,12-12,35.8,13.3,7,442(+4),,,,[東]高橋文雅,菅波立知子,75.0
6,2,4,アースヴィグラス,牝4,55,横山典弘,1:12.0,1/2,**,12-10,36.0,8.2,6,458(-2),,,,[東]粕谷昌央,松山増男,
7,7,14,サイドストリート,牝3,53,柴田大知,1:12.2,1.1/4,**,4-4,37.1,5.1,2,478(0),,,,[東]伊藤大士,ニッシンレーシング,
8,8,16,シャンパンサーベル,牝6,55,三浦皇成,1:12.3,3/4,**,6-5,37.0,4.2,1,472(+2),,,,[東]佐藤吉勝,田頭勇貴,
9,3,6,ジョリガーニャント,牝5,54,木幡初也,1:12.4,1/2,**,7-8,36.8,54.4,10,490(-4),,,,[東]矢野英一,井上一郎,
10,1,1,ワンダーラスト,牝5,52,木幡育也,1:12.9,3,**,7-8,37.4,193.5,14,408(+16),,,,[東]藤原辰雄,下河邉行雄,
11,6,11,ネバービーンベター,牝4,55,丸田恭介,1:13.5,3.1/2,**,9-12,37.6,317.7,16,448(-10),,,,[東]宗像義忠,西城公雄,
12,8,15,ルタンメルヴェイユ,牝3,53,吉田隼人,1:13.6,クビ,**,5-5,38.4,27.3,8,482(+22),,,,[東]斎藤誠,杉山忠国,
13,4,8,クリノロマン,牝3,53,西田雄一,1:13.6,ハナ,**,2-2,38.7,164.9,13,460(+2),,,,[東]天間昭一,栗本博晴,
14,2,3,ピリリ,牝3,50,山田敬士,1:13.6,クビ,**,15-15,36.6,261.9,15,406(-17),,,,[東]小桧山悟,今中俊平,
15,5,9,エリーナハーラー,牝3,53,石川裕紀,1:14.0,2,**,9-12,38.1,107.9,12,462(-2),,,,[東]栗田徹,飯塚知一,
16,7,13,スズカプリティー,牝7,53,藤田菜七,1:14.5,3,**,15-16,37.4,82.9,11,476(+10),,,,[東]柄崎孝,永井啓弍,
