着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,ノーブルスノー,牝5,55,Ｍ．デム,1:53.0,,**,9-8-4-3,38.0,2.4,1,498(-2),,,,[西]牧浦充徳,吉木伸彦,750.0
2,3,6,マーガレットスカイ,牝3,51,武藤雅,1:53.4,2.1/2,**,5-4-2-2,38.8,3.3,2,492(+12),,,,[東]黒岩陽一,迎徹,300.0
3,6,11,アポロレイア,牝3,50,横山武史,1:53.7,2,**,1-1-1-1,39.4,6.4,3,456(+14),,,,[東]鈴木伸尋,アポロサラブレッドクラブ,190.0
4,1,2,サンヘレナ,牝5,55,松岡正海,1:54.3,3.1/2,**,16-16-16-14,37.6,27.4,7,502(+6),,,,[東]天間昭一,加藤ステーブル,110.0
5,2,4,フレッシビレ,牝3,52,横山和生,1:54.4,3/4,**,15-15-14-10,38.4,69.9,12,500(-8),,,,[東]藤原辰雄,グランド牧場,75.0
6,8,16,クリノヴィクトリア,牝4,52,山田敬士,1:54.5,クビ,**,5-6-8-6,39.3,10.7,4,442(-10),,,,[東]高市圭二,栗本博晴,
7,4,7,シーホース,牝3,52,幸英明,1:54.7,1.1/2,**,2-2-2-4,40.1,76.3,13,434(0),,,,[東]久保田貴,草間庸文,
8,6,12,ロブラリア,牝3,52,大野拓弥,1:54.7,クビ,**,11-12-10-10,39.1,32.1,8,460(-2),,,,[東]田村康仁,ディアレストクラブ,
9,8,15,フクキタル,牝3,51,木幡巧也,1:54.8,1/2,**,7-7-4-5,39.9,45.7,9,456(-8),,,,[東]竹内正洋,佐藤範夫,
10,2,3,エレガントクルーズ,牝3,52,石川裕紀,1:55.1,1.3/4,**,8-8-8-6,39.8,17.0,6,526(-4),,,,[東]木村哲也,サンデーレーシング,
11,5,10,ホッコーエレノア,牝3,50,菊沢一樹,1:55.1,クビ,**,13-13-11-10,39.4,50.6,10,514(-2),,,,[東]戸田博文,北幸商事,
12,3,5,エバーパッション,牝5,55,宮崎北斗,1:55.4,1.3/4,**,14-13-15-16,39.0,326.7,15,454(0),,,,[東]小笠倫弘,宇田豊,
13,4,8,シチテンハッキ,牝4,55,丹内祐次,1:56.1,4,**,11-10-11-13,40.4,172.3,14,462(-2),,,,[東]高橋祥泰,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,
14,7,13,コパノステラート,牝3,50,藤田菜七,1:56.1,クビ,**,3-3-4-6,41.2,14.0,5,476(-2),,,,[東]小島茂之,小林祥晃,
15,5,9,ラルーナ,牝3,52,柴田大知,1:57.0,5,**,9-10-13-14,41.1,363.0,16,470(+6),,,,[東]古賀慎明,サラブレッドクラブ・ラフィアン,
16,7,14,ヤマニンリュシオル,牝3,52,伊藤工真,1:59.3,大,**,3-4-4-6,44.4,60.2,11,468(+4),,,,[東]蛯名利弘,土井肇,
