着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,モズスーパーフレア,牝3,52,武豊,1:07.0,,**,1-1,33.8,3.8,2,472(0),,,,[西]音無秀孝,キャピタル・システム,"1,853.6"
2,1,2,アドマイヤナイト,牝6,54,丸山元気,1:07.6,3.1/2,**,3-2,34.1,16.4,7,438(+4),,,,[西]梅田智之,近藤利一,739.6
3,6,11,ナンヨーアミーコ,牡5,56,柴田善臣,1:07.7,3/4,**,12-7,33.6,6.1,3,432(+2),,,,[東]宗像義忠,中村徳也,464.8
4,5,10,ダイトウキョウ,牡6,55,田辺裕信,1:07.7,クビ,**,14-12,33.4,19.1,8,464(+2),,,,[東]戸田博文,市川義美,270.0
5,7,13,アッラサルーテ,牝5,54,石橋脩,1:07.8,クビ,**,2-2,34.4,11.2,6,500(+14),,,,[東]手塚貴久,吉田勝己,182.0
6,8,15,カイザーメランジェ,牡3,54,戸崎圭太,1:07.8,クビ,**,8-7,33.9,9.6,5,454(+8),,,,[東]中野栄治,友水達也,
7,2,4,フクノグローリア,牝6,51,木幡初也,1:07.9,3/4,**,8-7,34.1,176.6,14,476(+16),,,,[東]杉浦宏昭,福島祐子,
8,5,9,レーヴムーン,牡5,56,藤岡康太,1:08.0,クビ,**,11-11,34.0,8.7,4,472(+2),,,,[西]藤岡健一,ニットー商事,
9,7,14,トシザキミ,牝7,51,酒井学,1:08.1,1/2,**,3-4,34.6,34.5,10,494(0),,,,[西]鮫島一歩,上村利幸,
10,4,8,ワンアフター,牡5,55,ルメール,1:08.1,クビ,**,7-7,34.4,3.4,1,460(0),,,,[西]西村真幸,薪浦亨,
11,3,6,ドラゴンストリート,牡7,54,松岡正海,1:08.2,1/2,**,12-12,34.1,200.4,15,478(-8),,,,[東]田島俊明,窪田芳郎,
12,1,1,キングクリチャン,牡9,52,山田敬士,1:08.3,1/2,**,15-15,33.7,204.1,16,508(-8),,,,[東]高市圭二,栗本博晴,
13,3,5,ブロワ,牝5,51,杉原誠人,1:08.3,ハナ,**,5-4,34.7,25.7,9,480(0),,,,[東]大江原哲,ミルファーム,
14,4,7,ペイシャルアス,牝3,51,武藤雅,1:08.4,1/2,**,8-12,34.5,63.8,11,472(-16),,,,[西]坂口正則,北所直人,
15,2,3,テンテマリ,牝7,51,藤田菜七,1:08.4,クビ,**,16-15,33.7,130.4,13,436(-8),,,,[東]柄崎孝,三度屋,
16,8,16,スペチアーレ,牝6,53,柴田大知,1:08.5,1/2,**,5-6,34.9,82.7,12,508(+2),,,,[東]矢野英一,青山洋一,
