着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,ヘリンヌリング,牝2,54,柴山雄一,1:37.2,,**,2-2-2,34.7,12.0,4,442(0),,,,[東]高橋裕,サラブレッドクラブ・ラフィアン,700.0
2,7,13,チャーチスクエア,牝2,54,ルメール,1:37.2,クビ,**,2-5-5,34.2,1.5,1,466(0),,,,[東]古賀慎明,サンデーレーシング,280.0
3,8,15,ハードエイム,牡2,51,山田敬士,1:37.4,1,**,1-1-1,35.2,253.9,14,442(0),,,,[東]小桧山悟,新井衛,180.0
4,4,7,エンドーツダ,牝2,54,岩部純二,1:37.6,1.1/4,**,7-6-7,34.5,16.8,5,438(0),,,,[東]萱野浩二,望月雅博,110.0
5,1,2,コスモアイトーン,牡2,54,戸崎圭太,1:37.6,ハナ,**,5-6-5,34.4,17.8,6,452(0),,,,[東]佐藤吉勝,ビッグレッドファーム,70.0
6,3,5,ジェイコブ,牡2,54,松岡正海,1:37.8,1,**,2-3-3,35.0,25.9,7,488(0),,,,[東]中舘英二,市川義美ホールディングス,
7,6,11,マジカルリボン,牝2,54,北村宏司,1:37.8,クビ,**,15-13-14,34.1,102.4,10,412(0),,,,[東]的場均,田頭勇貴,
8,1,1,エンパワーメント,牡2,54,内田博幸,1:37.9,1/2,**,11-8-9,34.5,48.5,8,438(0),,,,[東]黒岩陽一,吉田照哉,
9,5,10,ゲハイムローゼ,牝2,54,柴田大知,1:38.0,3/4,**,5-8-8,34.7,187.7,13,446(0),,,,[東]中舘英二,サラブレッドクラブ・ラフィアン,
10,2,4,サステイナビリティ,牡2,54,津村明秀,1:38.1,1/2,**,12-11-9,34.6,181.3,12,450(0),,,,[東]高橋祥泰,ゴドルフィン,
11,4,8,ルパンスール,牝2,54,三浦皇成,1:38.5,2.1/2,**,12-13-11,34.9,145.8,11,452(0),,,,[東]伊藤圭三,ゴドルフィン,
12,2,3,ラテリシウス,牝2,54,石橋脩,1:38.5,クビ,**,7-11-13,35.0,11.2,3,516(0),,,,[東]高橋祥泰,サンデーレーシング,
13,6,12,チャピ,牝2,54,藤岡康太,1:38.9,2.1/2,**,7-3-4,36.1,5.7,2,454(0),,,,[東]加藤征弘,加藤晃央,
14,5,9,ペシュウィズダム,牝2,52,藤田菜七,1:40.1,7,**,7-8-11,36.8,64.6,9,422(0),,,,[東]柴田政人,福原晃,
中,7,14,フレンドピンク,牝2,51,木幡育也,,,**,12,,284.1,15,402(0),,,,[東]南田美知,横尾晴人,
除,8,16,モンスタープリンス,牡2,54,黛弘人,,,**,,,---,,480(0),,,,[東]杉浦宏昭,ホースアディクト,
