着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,ギンゴー,牡5,57,杉原誠人,1:11.5,,**,2-2,36.6,53.5,12,498(+16),,,,[東]武市康男,ミルファーム,750.0
2,6,12,トロピカルスパート,牝4,55,石橋脩,1:12.0,3,**,15-15,35.8,3.5,2,490(+8),,,,[東]高橋文雅,日向均,300.0
3,1,1,フレンドアリス,牝3,51,菊沢一樹,1:12.0,クビ,**,16-16,35.4,37.9,11,444(0),,,,[東]南田美知,横尾晴人,190.0
4,4,7,テンプルツリー,牝5,52,山田敬士,1:12.1,3/4,**,5-5,37.0,18.1,6,460(+2),,,,[東]栗田博憲,山口功一郎,110.0
5,7,13,アースコレクション,牡5,57,石川裕紀,1:12.1,ハナ,**,10-10,36.7,23.8,8,522(+4),,,,[東]尾関知人,グリーンファーム,75.0
6,4,8,レッドオリアナ,牝4,55,大野拓弥,1:12.2,クビ,**,1-1,37.4,25.0,9,448(+16),,,,[東]手塚貴久,東京ホースレーシング,
7,7,14,テンキセキ,牝5,54,木幡巧也,1:12.2,クビ,**,4-4,37.2,35.7,10,484(0),,,,[東]牧光二,天白泰司,
8,2,4,ブラウローゼット,牡3,55,宮崎北斗,1:12.4,1.1/2,**,5-5,37.3,99.2,14,482(+2),,,,[東]粕谷昌央,コスモヴューファーム,
9,8,15,トワードポラリス,セ4,57,戸崎圭太,1:12.4,アタマ,**,13-12,36.3,9.7,4,460(-4),,,,[東]竹内正洋,吉田照哉,
10,1,2,エルヴス,牝4,55,的場勇人,1:12.6,3/4,**,13-14,36.5,185.1,15,478(+2),,,,[東]的場均,岡田牧雄,
11,5,9,メダーリアフレイム,セ4,57,三浦皇成,1:12.6,クビ,**,2-2,37.8,12.8,5,464(0),,,,[東]伊藤圭三,ゴドルフィン,
12,8,16,ラヴタクティクス,牝4,55,柴田大知,1:12.7,1/2,**,7-7,37.5,2.9,1,496(-6),,,,[東]天間昭一,岡田牧雄,
13,3,5,ノットオンリー,セ4,56,木幡初也,1:13.0,1.3/4,**,8-7,37.7,282.2,16,428(-18),,,,[東]大和田成,久保田定,
14,2,3,カポラヴォーロ,牡3,55,丸山元気,1:13.0,クビ,**,11-11,37.2,55.0,13,482(-4),,,,[東]堀井雅広,ヒダカ・ブリーダーズ・ユニオン,
15,6,11,オペラグローブ,牝3,53,津村明秀,1:13.0,ハナ,**,8-7,37.7,6.2,3,488(+10),,,,[東]田中博康,山紫水明,
16,3,6,ブランシュ,牝4,53,藤田菜七,1:13.7,4,**,12-12,37.8,23.2,7,448(+14),,,,[東]根本康広,Ｂａｓｉｃ,
