着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,8,ファインニードル,牡5,57,川田将雅,1:08.3,,**,6-8,34.5,2.8,1,470(0),,,,[西]高橋義忠,ゴドルフィン,"11,336.0"
2,5,9,ラブカンプー,牝3,53,和田竜二,1:08.3,クビ,**,2-2,35.1,31.7,11,436(+2),,,,[西]森田直行,増田陽一,"4,496.0"
3,1,1,ラインスピリット,牡7,57,武豊,1:08.4,1/2,**,3-4,35.0,63.7,13,444(+2),,,,[西]松永昌博,大澤繁昌,"2,848.0"
4,3,6,ダイメイプリンセス,牝5,55,秋山真一,1:08.5,クビ,**,12-9,34.4,30.8,10,506(+4),,,,[西]森田直行,宮本孝一,"1,700.0"
5,5,10,レッツゴードンキ,牝6,55,岩田康誠,1:08.6,3/4,**,13-11,34.3,11.8,4,490(-8),,,,[西]梅田智之,廣崎利洋ＨＤ,"1,100.0"
6,2,3,ワンスインナムーン,牝5,55,石橋脩,1:08.7,クビ,**,1-1,35.7,10.8,3,454(+6),,,,[東]斎藤誠,諸江幸祐,
7,6,12,ナックビーナス,牝5,55,モレイラ,1:08.7,アタマ,**,3-2,35.3,3.4,2,520(-2),,,,[東]杉浦宏昭,小松欣也,
8,4,7,キャンベルジュニア,牡6,57,田辺裕信,1:08.9,1.1/4,**,9-11,34.9,55.3,12,532(0),,,,[東]堀宣行,吉田和美,
9,1,2,ヒルノデイバロー,牡7,57,四位洋文,1:08.9,ハナ,**,6-6,35.1,127.0,15,502(-10),,,,[西]昆貢,ヒルノ,
10,8,16,レッドファルクス,牡7,57,戸崎圭太,1:09.0,1/2,**,13-14,34.7,13.3,5,476(-4),,,,[東]尾関知人,東京ホースレーシング,
11,7,13,ティーハーフ,牡8,57,国分優作,1:09.0,クビ,**,15-11,34.6,303.8,16,454(-8),,,,[西]西浦勝一,ゴドルフィン,
12,6,11,セイウンコウセイ,牡5,57,池添謙一,1:09.2,1,**,3-4,35.7,14.8,8,504(+4),,,,[東]上原博之,西山茂行,
13,8,15,ムーンクエイク,セ5,57,ルメール,1:09.2,クビ,**,15-16,34.7,14.5,7,510(+8),,,,[東]藤沢和雄,キャロットファーム,
14,3,5,アレスバローズ,牡6,57,藤岡佑介,1:09.5,1.3/4,**,6-6,35.8,13.5,6,492(+2),,,,[西]角田晃一,猪熊広次,
15,2,4,スノードラゴン,牡10,57,大野拓弥,1:10.3,5,**,9-9,36.4,100.3,14,512(0),,,,[東]高木登,岡田牧雄,
中,7,14,ラッキーバブルズ,セ7,57,プレブル,,,**,9-14,,29.8,9,492(+15),,,,[外]ルイ,ラッキー・シンジケート,
