着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,13,ガルヴィハーラ,牡2,54,ルメール,1:55.2,,**,9-7-4-3,38.1,1.5,1,494(0),,,,[東]萩原清,キャロットファーム,700.0
2,7,12,ブリッツェンシチー,牡2,54,北村宏司,1:56.1,5,**,7-7-8-6,38.7,34.0,6,498(0),,,,[東]古賀慎明,友駿ホースクラブ,280.0
3,6,10,ジーナアイリス,牝2,54,内田博幸,1:56.2,クビ,**,3-3-2-2,39.4,8.6,3,526(0),,,,[東]田村康仁,シルクレーシング,180.0
4,5,8,アドアステラ,牝2,54,柴田大知,1:56.4,1.1/4,**,13-13-10-9,38.4,141.8,12,454(0),,,,[東]萱野浩二,ビッグレッドファーム,110.0
5,4,5,ヨンク,牡2,54,石川裕紀,1:57.0,3.1/2,**,2-2-1-1,40.3,11.9,4,484(0),,,,[東]小笠倫弘,古川智洋,70.0
6,8,14,アーチザンバレット,牡2,54,田辺裕信,1:57.2,1,**,14-14-8-6,39.8,34.1,7,498(0),,,,[東]小島茂之,グリーンファーム,
7,6,9,スカイファルコン,牡2,54,吉田隼人,1:57.3,3/4,**,4-4-4-5,40.2,82.7,10,460(0),,,,[東]加藤征弘,フクキタル,
8,1,1,ヴェンセールシチー,牡2,54,丸田恭介,1:57.4,1/2,**,9-11-12-11,39.3,47.7,9,436(0),,,,[東]伊藤圭三,友駿ホースクラブ,
9,2,2,ブラックアルテミス,牝2,52,横山武史,1:58.5,7,**,1-1-2-3,41.8,192.5,13,434(0),,,,[東]柴田政人,黒澤尚,
10,7,11,シャドウハンター,牡2,54,戸崎圭太,1:58.7,3/4,**,9-10-10-11,40.8,18.3,5,520(0),,,,[東]手塚貴久,飯塚知一,
11,3,4,オニカゲ,牡2,54,蛯名正義,1:59.3,3.1/2,**,7-7-13-13,41.1,122.2,11,464(0),,,,[東]田中清隆,石田宏,
12,4,6,マリヒメ,牝2,54,丸山元気,2:00.0,4,**,4-4-4-9,42.9,44.9,8,474(0),,,,[東]南田美知,桐谷茂,
13,5,7,ナモラード,牡2,54,黛弘人,2:00.4,2.1/2,**,9-12-14-14,41.3,292.2,14,446(0),,,,[東]武井亮,石瀬浩三,
14,3,3,コーズオブラヴ,牡2,54,大野拓弥,2:00.9,3,**,6-6-4-8,43.8,6.2,2,512(0),,,,[東]新開幸一,社台レースホース,
