着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,8,ヘイルメリー,牡3,56,北村宏司,2:03.4,,**,2-2-2-1,36.0,1.8,1,520(0),,,,[東]木村哲也,吉田勝己,600.0
2,1,1,バースデーギフト,牝3,54,木幡巧也,2:04.0,3.1/2,**,6-6-4-5,36.4,8.1,3,418(0),,,,[東]牧光二,小國和紀,240.0
3,8,11,セーチェーニ,牝3,54,田辺裕信,2:04.2,1.1/4,**,4-5-4-2,36.6,3.1,2,464(0),,,,[西]牧田和弥,永田和彦,150.0
4,2,2,クインズウィッシュ,牝3,54,武藤雅,2:04.5,1.3/4,**,5-4-4-5,36.9,21.6,5,418(0),,,,[東]武藤善則,吉田千津,90.0
5,4,4,エクセレントラン,牡3,56,柴田善臣,2:04.8,2,**,11-11-8-9,35.5,70.3,10,490(0),,,,[東]大江原哲,田畑利彦,60.0
6,3,3,ラストダンス,牡3,56,内田博幸,2:04.9,3/4,**,10-9-11-11,34.9,25.3,6,514(0),,,,[東]根本康広,福島徳佑,
7,8,10,インナーアリュール,牡3,55,野中悠太,2:05.1,1.1/4,**,7-7-8-8,35.8,53.9,9,458(0),,,,[東]小桧山悟,平井裕,
8,7,9,ヴォルトファース,牝3,54,森泰斗,2:05.1,アタマ,**,8-8-7-7,36.1,43.0,8,420(0),,,,[西]上村洋行,辻牧場,
9,6,7,ブラングライク,牡3,56,丸山元気,2:05.6,3,**,1-2-1-2,38.3,29.5,7,518(0),,,,[東]上原博之,ヒダカ・ブリーダーズ・ユニオン,
10,5,5,キタノエクセル,牝3,51,山田敬士,2:06.3,4,**,8-9-8-10,37.0,141.8,11,416(0),,,,[東]高橋義博,北所直人,
11,6,6,タイセイプラチナム,牡3,56,石川裕紀,2:06.5,1.1/2,**,2-1-2-2,39.2,10.6,4,470(0),,,,[西]矢作芳人,田中成奉,
