着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,4,アンティシペイト,牡3,56,三浦皇成,1:49.4,,**,1-1-1-1,35.2,1.8,1,490(-6),,,,[東]国枝栄,Ｇ１レーシング,510.0
2,3,5,ペルセウスシチー,牡3,56,坂井瑠星,1:49.5,3/4,**,3-3-3-2,35.0,7.4,3,456(-4),,,,[東]池上昌和,友駿ホースクラブ,200.0
3,4,8,アルピニズム,牡3,56,Ｍ．デム,1:50.6,7,**,15-15-14-11,35.1,4.1,2,488(0),,,,[東]金成貴史,吉田照哉,130.0
4,2,3,ペイシャフラッシュ,牡3,56,武士沢友,1:50.9,1.1/2,**,9-8-5-4,36.1,17.1,5,486(0),,,,[東]高橋裕,北所直人,77.0
5,6,12,ビオロンスコッツ,牡3,53,山田敬士,1:51.1,1.1/4,**,8-8-8-6,36.0,226.6,13,464(-2),,,,[東]高橋裕,熊澤浩樹,51.0
6,6,11,ロジシップ,牡3,56,内田博幸,1:51.1,クビ,**,2-2-2-2,36.7,63.9,9,444(-6),,,,[東]本間忍,久米田正明,
7,5,10,スピッツェンバーグ,牡3,56,ヒューイ,1:51.2,1/2,**,6-6-5-4,36.4,13.3,4,470(+4),,,,[東]武井亮,サンデーレーシング,
8,3,6,ウィルビーハッピー,牡3,56,柴田善臣,1:51.2,クビ,**,9-10-12-9,35.9,81.1,11,476(0),,,,[東]奥村武,ノルマンディーサラブレッドレーシング,
9,7,14,ドントクライマリア,セ3,55,菊沢一樹,1:51.6,2.1/2,**,3-4-4-6,36.9,295.9,15,440(-4),,,,[東]林徹,丸山担,
10,8,16,ミライヘノノゾミ,牝3,54,木幡巧也,1:51.7,クビ,**,14-14-12-11,36.4,19.9,6,496(0),,,,[東]伊藤大士,三島宣彦,
11,5,9,ミヤコシャンティ,牝3,52,藤田菜七,1:52.1,2.1/2,**,3-5-5-9,37.3,66.0,10,428(+6),,,,[東]宗像義忠,吉田喜代司,
12,4,7,クインズウィッシュ,牝3,54,武藤雅,1:52.2,1/2,**,6-6-8-11,37.1,27.2,8,416(-2),,,,[東]武藤善則,吉田千津,
13,1,2,ビビットラブ,牝3,54,横山和生,1:52.2,アタマ,**,13-12-8-14,37.1,229.1,14,514(-8),,,,[東]小野次郎,吉田千津,
14,7,13,バッハスピリッツ,牡3,56,原田和真,1:52.3,1/2,**,11-12-15-14,36.4,317.3,16,434(-4),,,,[東]小桧山悟,小川敏夫,
15,1,1,ボンテンマル,牡3,56,丸田恭介,1:52.4,1/2,**,16-16-16-16,36.0,217.4,12,438(-6),,,,[東]尾形和幸,高橋文男,
16,8,15,ツキサエル,牡3,56,丸山元気,1:52.7,1.3/4,**,11-10-8-6,37.6,21.8,7,414(+2),,,,[東]手塚貴久,星野壽市,
