着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,15,ルコントブルー,牝3,54,ヒューイ,1:54.7,,**,1-1-1-1,39.1,3.7,2,544(+4),,,,[東]勢司和浩,シルクレーシング,510.0
2,8,14,ジェロボーム,牝3,54,ルメール,1:55.5,5,**,2-2-2-2,39.8,2.3,1,478(-8),,,,[東]古賀慎明,長谷川祐司,200.0
3,5,8,シャーレ,牝3,54,石橋脩,1:56.4,5,**,4-4-3-3,40.6,3.8,3,454(+2),,,,[東]武市康男,東海林貴大,130.0
4,3,5,セイウンヒロイン,牝3,54,大野拓弥,1:56.6,3/4,**,4-4-4-4,40.6,11.6,4,506(-4),,,,[東]奥平雅士,西山茂行,77.0
5,7,12,ロッソビアンコ,牝3,54,三浦皇成,1:57.6,6,**,6-6-4-4,41.6,13.9,5,436(+4),,,,[東]鹿戸雄一,平田修,51.0
6,6,10,タマサイ,牝3,54,杉原誠人,1:58.3,4,**,12-12-12-10,41.0,449.5,14,440(+10),,,,[東]尾関知人,ミルファーム,
7,6,11,アオイサンゴショウ,牝3,54,武藤雅,1:58.5,1.1/4,**,12-12-10-9,41.5,193.6,11,430(0),,,,[東]田中清隆,芹澤精一,
8,1,1,アポロファルコン,牝3,54,横山和生,1:58.6,3/4,**,6-6-7-6,42.0,77.8,8,492(-4),,,,[東]菊沢隆徳,アポロサラブレッドクラブ,
9,2,3,ディアデイジー,牝3,54,内田博幸,1:58.8,1.1/4,**,10-10-9-6,42.1,29.1,7,446(+2),,,,[東]浅野洋一,豊井義次,
10,3,4,ミューズ,牝3,51,原優介,1:59.5,4,**,9-9-10-10,42.4,253.3,12,476(-2),,,,[東]竹内正洋,パニオロ,
11,2,2,モアナグレイス,牝3,52,木幡育也,2:00.1,3.1/2,**,14-14-14-13,41.6,139.8,9,416(-2),,,,[東]和田雄二,日下幸徳,
12,7,13,ナゲキッス,牝3,51,小林凌大,2:00.7,3.1/2,**,2-2-4-8,44.6,15.1,6,418(-4),,,,[東]大江原哲,平本敏夫,
13,5,9,タレントバイオ,牝3,54,木幡巧也,2:00.9,1.1/4,**,11-11-13-14,42.8,361.1,13,474(+4),,,,[東]牧光二,バイオ,
14,4,6,エドノスカッシュ,牝3,54,津村明秀,2:02.1,7,**,6-6-7-12,45.5,454.2,15,478(+2),,,,[東]松山将樹,遠藤喜松,
15,4,7,ラブマリリン,牝3,54,田辺裕信,2:04.3,大,**,15-15-15-15,45.0,180.9,10,448(-8),,,,[東]加藤和宏,オールラブクラブ,
