着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,ルナエクリプス,牡3,56,石橋脩,1:56.2,,**,2-3-2-2,38.7,1.5,1,516(0),,,,[東]田村康仁,吉田晴哉,510.0
2,7,13,トーセンワンダー,牡3,56,吉田豊,1:56.7,3,**,8-8-2-2,39.1,7.1,3,502(-10),,,,[東]古賀史生,島川隆哉,200.0
3,4,6,スペラメント,牡3,56,横山典弘,1:56.9,1,**,6-6-6-7,39.0,17.3,5,506(+16),,,,[東]和田勇介,吉田智,130.0
4,8,14,ピースボヌール,牡3,56,内田博幸,1:57.4,3,**,2-4-2-4,39.8,186.3,12,490(+6),,,,[東]斎藤誠,スリーエイチレーシング,77.0
5,6,11,インセンディオ,牡3,56,柴田善臣,1:57.4,クビ,**,9-9-6-5,39.5,180.4,11,430(-4),,,,[東]田中清隆,嶋田賢,51.0
6,7,12,コスモスーベニア,牡3,56,津村明秀,1:57.5,3/4,**,1-1-1-1,40.1,4.8,2,522(-6),,,,[東]岩戸孝樹,ビッグレッドファーム,
7,4,7,カガジャスティス,牡3,56,岩部純二,1:57.6,1/2,**,12-12-10-8,39.3,27.8,6,514(+2),,,,[東]萱野浩二,香川憲次,
8,8,15,トミケンアラバール,牡3,53,原優介,1:57.8,1.1/4,**,2-2-2-5,40.2,77.9,9,526(+12),,,,[東]武井亮,冨樫賢二,
9,6,10,シェイドオヴペイル,牡3,56,大野拓弥,1:58.2,2,**,13-13-15-15,39.4,59.7,8,510(+8),,,,[東]栗田徹,小林弘明,
10,5,8,ゲンキチボン,牡3,56,丹内祐次,1:58.6,2.1/2,**,14-14-13-11,40.2,44.0,7,466(0),,,,[東]堀井雅広,荒井元明,
11,3,5,サンロックランド,牡3,56,Ｍ．デム,1:58.6,クビ,**,9-9-8-8,40.5,15.3,4,498(-8),,,,[東]小野次郎,加藤ステーブル,
12,1,1,グラスフレイバー,牡3,56,木幡巧也,1:58.8,1,**,9-9-10-11,40.5,138.5,10,472(+2),,,,[東]松永康利,尾田信夫,
13,3,4,スカッターガン,牡3,56,井上敏樹,1:59.8,6,**,5-4-8-10,41.8,309.0,14,526(0),,,,[東]和田正一,木部厳生,
14,2,3,セイウンハテンコウ,牡3,56,武士沢友,2:01.0,7,**,14-15-13-14,42.6,230.1,13,504(-2),,,,[東]武市康男,西山茂行,
15,5,9,ナススイート,牡3,56,勝浦正樹,2:01.6,3.1/2,**,6-6-10-11,43.3,319.5,15,456(+2),,,,[東]田島俊明,小山田兼敏,
