着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,4,パルディエス,牡3,56,横山典弘,1:10.9,,**,15-15,35.7,2.9,1,464(0),,,,[東]田中博康,吉田照哉,730.0
2,5,10,ニルカンタテソーロ,牡3,56,武藤雅,1:10.9,ハナ,**,13-13,36.1,53.4,11,440(+4),,,,[東]斎藤誠,了徳寺健二ホールディングス,290.0
3,6,11,エンプティチェア,牡3,56,石橋脩,1:11.0,3/4,**,2-2,37.5,4.2,2,468(+8),,,,[西]音無秀孝,江馬由将,180.0
4,1,1,サザンレインボー,牡3,56,丸山元気,1:11.3,2,**,1-1,37.9,4.9,3,540(-2),,,,[東]高柳瑞樹,キャロットファーム,110.0
5,8,15,デビルスダンサー,牝3,54,ミナリク,1:11.5,1.1/4,**,9-11,37.2,53.4,12,432(0),,,,[東]奥村武,前迫義幸,73.0
6,7,14,グランドデューク,牡3,55,川又賢治,1:11.6,1/2,**,4-4,38.0,35.9,8,512(-8),,,,[西]庄野靖志,キャロットファーム,
7,4,8,デルマガーネット,牝3,54,藤井勘一,1:11.6,アタマ,**,13-13,36.8,261.0,16,438(-8),,,,[東]堀井雅広,浅沼廣幸,
8,2,3,プレストレジェーロ,牝3,51,小林脩斗,1:11.8,1,**,12-8,37.3,31.9,7,426(-10),,,,[東]尾形和幸,米津佳昭,
9,3,6,ドラゴンズバック,牡3,56,勝浦正樹,1:11.8,ハナ,**,7-6,37.7,39.0,9,446(-8),,,,[東]伊藤伸一,田頭勇貴,
10,5,9,メモワールミノル,牡3,56,柴田善臣,1:12.3,3,**,9-11,38.1,44.7,10,460(+2),,,,[東]中舘英二,吉岡實,
11,8,16,ハヤブサペコムスメ,牝3,54,石川裕紀,1:12.5,1,**,7-8,38.4,17.9,6,444(-10),,,,[東]尾形和幸,武田修,
12,4,7,トリプルシックス,牝3,54,横山和生,1:12.7,1.1/4,**,2-2,39.2,9.1,5,468(+2),,,,[東]古賀史生,西森功,
13,7,13,チェスナットロール,牝3,54,北村宏司,1:12.8,クビ,**,4-6,39.2,7.4,4,450(0),,,,[東]浅野洋一,田頭勇貴,
14,1,2,グッドブリッジ,牡3,56,野中悠太,1:12.9,3/4,**,9-8,38.7,59.0,13,474(-2),,,,[東]高橋文雅,吉橋厚司,
15,3,5,レムリアンシード,牡3,56,宮崎北斗,1:13.1,1.1/4,**,6-5,39.2,172.7,15,448(+2),,,,[東]武藤善則,田頭勇貴,
16,6,12,クリアミッション,牡3,56,大庭和弥,1:14.6,9,**,16-16,37.0,167.6,14,504(-2),,,,[東]土田稔,大原詔宏,
