着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,ハーメティキスト,牡4,56,北村宏司,1:48.1,,**,6-6-6-4,34.3,6.2,3,456(+4),,,,[東]木村哲也,キャロットファーム,"1,528.0"
2,6,7,ヒシイグアス,牡4,56,ミナリク,1:48.4,2,**,4-4-4-4,34.7,2.0,1,492(-6),,,,[東]堀宣行,阿部雅英,608.0
3,7,10,ダディーズマインド,牡4,56,宮崎北斗,1:48.4,クビ,**,2-2-2-2,34.9,3.9,2,492(-4),,,,[東]青木孝文,田島大史,384.0
4,3,3,プレイヤーサムソン,牡7,53,横山和生,1:48.5,クビ,**,9-9-8-6,34.4,261.6,12,476(+2),,,,[東]大和田成,嶋田賢,230.0
5,4,4,アシェット,牝5,51,武士沢友,1:48.5,クビ,**,11-11-11-8,34.1,101.8,10,440(-6),,,,[東]高橋文雅,加藤徹,150.0
6,7,9,エピックスター,セ5,55,田辺裕信,1:48.5,ハナ,**,8-8-8-8,34.4,13.3,5,440(+2),,,,[東]田村康仁,子安裕樹,
7,8,11,クリノオスマン,セ6,54,Ｍ．デム,1:48.7,1,**,5-5-7-6,34.8,9.6,4,452(-4),,,,[東]伊藤伸一,栗本博晴,
8,8,12,ブランクエンド,牡4,54,森泰斗,1:48.8,3/4,**,3-3-2-2,35.3,18.7,6,472(+2),,,,[東]加藤征弘,諸江幸祐,
9,6,8,エターナルヴィテス,牡4,54,田中勝春,1:48.8,クビ,**,12-12-12-12,34.2,40.0,8,484(-8),,,,[東]松山将樹,永井廣司,
10,5,6,シャインアロー,セ8,53,吉田豊,1:48.9,クビ,**,1-1-1-1,35.5,166.6,11,482(+24),,,,[東]高橋文雅,岡田勇,
11,5,5,マハヴィル,牡5,55,石橋脩,1:48.9,クビ,**,9-9-8-8,34.7,51.0,9,438(+2),,,,[西]上村洋行,社台レースホース,
12,2,2,ダイワギャバン,牡5,54,内田博幸,1:49.0,1/2,**,6-7-4-8,35.3,20.5,7,478(+2),,,,[東]菊沢隆徳,大城敬三,
