着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,3,フェアリーポルカ,牝4,52,和田竜二,1:50.2,,**,6-6-6-6,37.1,9.6,3,496(+6),,,,[西]西村真幸,山本剛士,"3,658.1"
2,8,15,リュヌルージュ,牝5,50,団野大成,1:50.3,3/4,**,2-2-2-2,37.9,125.0,14,470(0),,,,[西]斉藤崇史,窪田康志,"1,416.6"
3,5,9,エスポワール,牝4,53,Ｍ．デム,1:50.4,3/4,**,9-9-10-7,37.0,2.7,1,486(+8),,,,[西]角居勝彦,近藤英子,908.3
4,3,5,デンコウアンジュ,牝7,56,柴田善臣,1:50.4,ハナ,**,10-11-12-11,36.7,12.3,4,462(-4),,,,[西]荒川義之,田中康弘,540.0
5,5,10,レイホーロマンス,牝7,51,石川裕紀,1:50.8,2.1/2,**,15-14-16-16,36.6,25.5,9,424(+4),,,,[西]橋田満,永井啓弍,360.0
6,4,7,レッドアネモス,牝4,53,津村明秀,1:50.8,クビ,**,10-10-10-7,37.4,62.6,12,474(-18),,,,[西]友道康夫,東京ホースレーシング,
7,3,6,ウインシャトレーヌ,牝6,52,内田博幸,1:51.0,1.1/4,**,15-14-13-13,37.0,141.7,16,508(+12),,,,[西]大久保龍,ウイン,
8,6,12,モルフェオルフェ,牝5,52,江田照男,1:51.1,1/2,**,1-1-1-1,38.7,124.6,13,450(-4),,,,[東]大江原哲,並河賢一郎,
8,7,14,ウラヌスチャーム,牝5,53,横山典弘,1:51.1,同着,**,10-11-8-9,37.8,12.5,5,502(-12),,,,[東]斎藤誠,Ｇ１レーシング,
10,1,2,フィリアプーラ,牝4,53,ヒューイ,1:51.1,アタマ,**,13-14-13-14,37.1,17.5,6,458(+6),,,,[東]菊沢隆徳,キャロットファーム,
11,8,16,ロフティフレーズ,牝5,50,武藤雅,1:51.3,3/4,**,3-3-2-3,38.8,50.9,11,462(-6),,,,[東]上原博之,水上ふじ子,
12,1,1,レッドランディーニ,牝5,51,吉田豊,1:51.3,クビ,**,13-13-13-14,37.4,133.5,15,448(+4),,,,[西]石坂正,東京ホースレーシング,
13,7,13,ゴージャスランチ,牝5,52,北村宏司,1:51.4,クビ,**,6-6-6-9,38.3,34.5,10,518(+12),,,,[東]鹿戸雄一,吉田千津,
14,2,4,メイショウグロッケ,牝6,52,大野拓弥,1:51.6,1.1/2,**,6-6-8-11,38.3,21.6,8,462(-6),,,,[西]荒川義之,松本好隆,
15,4,8,カリビアンゴールド,牝6,53,石橋脩,1:51.7,クビ,**,4-5-4-4,38.8,20.0,7,478(0),,,,[西]鮫島一歩,ゴドルフィン,
16,6,11,コントラチェック,牝4,55,ルメール,1:51.7,アタマ,**,4-4-4-4,38.9,2.9,2,472(+6),,,,[東]藤沢和雄,キャロットファーム,
