着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,カラビナ,牡5,55,藤岡佑介,2:35.6,,**,1-1-1-1,36.4,3.1,1,524(-4),,,,[西]藤岡健一,Ｈ．Ｈ．シェイク・モハメド,"1,847.3"
2,4,4,グラットシエル,牡4,55,戸崎圭太,2:35.8,1.1/2,**,6-6-5-5,36.1,12.1,5,492(-22),,,,[西]石坂正,社台レースホース,737.8
3,5,6,ステイパーシスト,牡5,55,田辺裕信,2:35.9,クビ,**,7-7-5-3,36.2,3.2,2,434(-2),,,,[東]尾関知人,吉田照哉,463.9
4,8,12,フェイズベロシティ,牝5,53,大野拓弥,2:36.0,1/2,**,11-11-10-10,35.9,7.6,4,448(+4),,,,[東]萩原清,池谷誠一,270.0
5,6,7,デルマサリーチャン,牝7,51,武士沢友,2:36.1,1/2,**,8-7-8-8,36.2,161.3,11,486(+6),,,,[東]堀井雅広,浅沼廣幸,182.0
6,7,9,ヴァフラーム,牝6,52,ミナリク,2:36.1,ハナ,**,8-9-8-8,36.1,14.3,6,480(-4),,,,[西]吉村圭司,市川義美ホールディングス,
7,2,2,マイネルレオーネ,牡6,54,柴田大知,2:36.1,クビ,**,10-10-10-10,36.0,20.8,7,396(-4),,,,[西]清水久詞,サラブレッドクラブ・ラフィアン,
8,7,10,グランドサッシュ,牡7,55,石橋脩,2:36.2,クビ,**,3-3-3-5,36.6,27.3,8,466(-2),,,,[東]武市康男,シルクレーシング,
9,3,3,ホウオウパフューム,牝4,53,松岡正海,2:36.2,クビ,**,2-2-2-2,36.8,5.0,3,488(+4),,,,[東]奥村武,小笹芳央,
10,5,5,エリモジパング,牡8,53,田中勝春,2:36.5,1.3/4,**,4-4-3-3,36.9,27.5,9,478(0),,,,[東]中野栄治,山本三津子,
11,8,11,パワーポケット,牡6,54,江田照男,2:37.0,3,**,4-4-5-5,37.3,86.0,10,536(-2),,,,[東]中野栄治,柳原達也,
12,6,8,ヴィーナスアロー,牝4,50,武藤雅,2:38.3,8,**,12-12-12-12,38.1,503.9,12,416(0),,,,[東]根本康広,村山忠弘,
